location,url,fulladdress,bedrooms,bathrooms,parkingSpaces,studies,image_url,house_type,latitude,longitude,coordinates,buy_price,type,price tag
"50 Stanley Street, Collingwood, Vic 3066",https://www.realestate.com.au/property-apartment-vic-collingwood-140401043,"304F/50 Stanley Street, Collingwood, Vic 3066",2,2,1,0,https://i2.au.reastatic.net/{size}/71f015d135abee48622ed64f9b9d44a3822ed5762b8650f2c5590c8e9849d92e/image.jpg,Apartment,-37.8021834,144.9850742,"(144.9850742, -37.8021834)",645000,buy,645000 
"35 Wilson Street, South Yarra, Vic 3141",https://www.realestate.com.au/property-apartment-vic-south+yarra-140150479,"605/35 Wilson Street, South Yarra, Vic 3141",2,1,1,0,https://i2.au.reastatic.net/{size}/343de7f226eff8c6e2d53a8b9cffb96211a0f4e55b396dd7c0264a054f06629b/image.jpg,Apartment,-37.8437501,144.9953546,"(144.9953546, -37.8437501)",610000,buy,"$595,000 - $625,000"
"60 Siddeley Street, Docklands, Vic 3008",https://www.realestate.com.au/property-apartment-vic-docklands-139892731,"111/60 Siddeley Street, Docklands, Vic 3008",2,1,1,0,https://i2.au.reastatic.net/{size}/2b06d7dcc555611e9c85bb219027818da2e976abce213757b3190c969655d8e9/image.jpg,Apartment,-37.8224147,144.9516984,"(144.9516984, -37.8224147)",682500,buy,"$650,000 to $715,000"
"392 St Georges Road, Fitzroy North, Vic 3068",https://www.realestate.com.au/property-apartment-vic-fitzroy+north-140400031,"409/392 St Georges Road, Fitzroy North, Vic 3068",1,1,1,1,https://i2.au.reastatic.net/{size}/b51bf39815bb8fc425739971c5325c7af75e4b6020278fe95dcab726410c6f41/image.jpg,Apartment,-37.7782874,144.9883669,"(144.9883669, -37.7782874)",547500,buy,"$535,000 to $560,000"
"8 Grosvenor Street, Abbotsford, Vic 3067",https://www.realestate.com.au/property-apartment-vic-abbotsford-139892487,"B322/8 Grosvenor Street, Abbotsford, Vic 3067",1,1,1,0,https://i2.au.reastatic.net/{size}/512c3318821ca55463505a7dcd61dcfa291a58c92888d9dfad0d6189442d9001/image.jpg,Apartment,-37.8083726,145.0067578,"(145.0067578, -37.8083726)",377500,buy,"$360,000 to $395,000"
"61 Galada Avenue, Parkville, Vic 3052",https://www.realestate.com.au/property-apartment-vic-parkville-139892415,"906/61 Galada Avenue, Parkville, Vic 3052",1,1,1,0,https://i2.au.reastatic.net/{size}/386b99b62ec57789762182f6f673269603300c75557ad1c652607851da66c38c/image.jpg,Apartment,-37.7819897,144.941641,"(144.941641, -37.7819897)",345000,buy,"$330,000 to $360,000"
"82 Holden Street, Fitzroy North, Vic 3068",https://www.realestate.com.au/property-house-vic-fitzroy+north-140149175,"82 Holden Street, Fitzroy North, Vic 3068",3,1,1,0,https://i2.au.reastatic.net/{size}/8a62fdef7a9b69c2860b831ee7e3e31f82751a1aa46b660ffcc0228b2fb1a92f/image.jpg,House,-37.7796296,144.9821814,"(144.9821814, -37.7796296)",1500000,buy,1500000 
"15 Clifton Street, Prahran, Vic 3181",https://www.realestate.com.au/property-apartment-vic-prahran-139387171,"605/15 Clifton Street, Prahran, Vic 3181",1,1,0,0,https://i2.au.reastatic.net/{size}/97054637e557e152b85b7b28d03b960ff636718a5cca92d9ca38b1709a752085/image.jpg,Apartment,-37.8510562,144.9952359,"(144.9952359, -37.8510562)",307500,buy,"$295,000 - $320,000"
"7 King Street, Prahran, Vic 3181",https://www.realestate.com.au/property-apartment-vic-prahran-139386899,"108/7 King Street, Prahran, Vic 3181",1,1,0,0,https://i2.au.reastatic.net/{size}/2ca01a107b3a7ef0425510f14d7068940062121ae43db8da573ccb1e43a4bc2a/image.jpg,Apartment,-37.850052,144.9961299,"(144.9961299, -37.850052)",300000,buy,300000 
"180 City Road, Southbank, Vic 3006",https://www.realestate.com.au/property-apartment-vic-southbank-140260523,"2600/180 City Road, Southbank, Vic 3006",1,1,1,0,https://i2.au.reastatic.net/{size}/e6bdb6da3511d419b260833874aac1d139972ce7825ea07dd763a3fc5f8a1c4d/image.jpg,Apartment,-37.8240916,144.9620137,"(144.9620137, -37.8240916)",497500,buy,"$485,000 - $510,000"
"58 St Georges Road, Northcote, Vic 3070",https://www.realestate.com.au/property-apartment-vic-northcote-140014415,"405/58 St Georges Road, Northcote, Vic 3070",1,1,1,0,https://i2.au.reastatic.net/{size}/e7397f18276a238613dda094c75fc971d8e725d278a272d64fd07b70d6029403/image.jpg,Apartment,-37.77506794,144.9903881,"(144.99038811899507, -37.77506793910589)",459500,buy,"$450,000 - $469,000"
"58 Stead Street, South Melbourne, Vic 3205",https://www.realestate.com.au/property-apartment-vic-south+melbourne-140268655,"204/58 Stead Street, South Melbourne, Vic 3205",2,2,1,0,https://i2.au.reastatic.net/{size}/ac272ab7828dc9f8259666b19e91d949f086aa5351ac3a791fc0cc32b16be3dd/image.jpg,Apartment,-37.8354882,144.9685411,"(144.9685411, -37.8354882)",672500,buy,"$650,000 - $695,000"
"1 Bedford Street, North Melbourne, Vic 3051",https://www.realestate.com.au/property-apartment-vic-north+melbourne-140397455,"7/1 Bedford Street, North Melbourne, Vic 3051",4,2,3,0,https://i2.au.reastatic.net/{size}/a411857aa2d04e9701f26fd9977b1b7292e3419ca81d9eec7b8f3d5d2ec79fa7/image.jpg,Apartment,-37.8026159,144.9552637,"(144.9552637, -37.8026159)",930000,buy,"$900,000 - $960,000"
"800 Swanston Street, Carlton, Vic 3053",https://www.realestate.com.au/property-apartment-vic-carlton-140267419,"224/800 Swanston Street, Carlton, Vic 3053",1,1,0,1,https://i2.au.reastatic.net/{size}/77ad5c2ca3e28b61e77fd0923e405dbf6984c842b2ee3e5486c5efb06ac3d74c/image.jpg,Apartment,-37.79750875,144.9646529,"(144.96465289036144, -37.79750874698795)",172500,buy,"Price Range - $165,000 to $180,000"
"12 Queens Road, Melbourne, Vic 3004",https://www.realestate.com.au/property-apartment-vic-melbourne-140396735,"203/12 Queens Road, Melbourne, Vic 3004",2,2,1,1,https://i2.au.reastatic.net/{size}/9b1b183daa5649c8b1861a6d7619877c2b5768da8a0df3d3048c9312b220ef5d/image.jpg,Apartment,-37.8386965,144.9746514,"(144.9746514422535, -37.8386965)",873000,buy,"$858,000 to $888,000"
"1 Acacia Place, Abbotsford, Vic 3067",https://www.realestate.com.au/property-apartment-vic-abbotsford-139649491,"808/1 Acacia Place, Abbotsford, Vic 3067",2,2,1,1,https://i2.au.reastatic.net/{size}/add38b41120dd400514b3c8e7f62af2bd1ef4706ef788e34e20772859208d77d/image.jpg,Apartment,-37.8116124,145.0138185,"(145.0138185, -37.8116124)",697500,buy,"$665,000 to $730,000"
"171-173 Inkerman Street, St Kilda, Vic 3182",https://www.realestate.com.au/property-apartment-vic-st+kilda-137178282,"302/171-173 Inkerman Street, St Kilda, Vic 3182",1,1,1,0,https://i2.au.reastatic.net/{size}/7ddb78cabc9246224e7916ef07f67b5a794ac0ce91f4b0e3c2ff7156d13d0355/image.jpg,Apartment,-37.8642113,144.9826996,"(144.9826996, -37.8642113)",425000,buy,425000 
"46-50 Haig Street, Southbank, Vic 3006",https://www.realestate.com.au/property-apartment-vic-southbank-140509927,"2402/46-50 Haig Street, Southbank, Vic 3006",1,1,1,0,https://i2.au.reastatic.net/{size}/e232ed9efebf14b69ea19a1f6016e402396aa220ce8419bdedd5a24989c1a748/image.jpg,Apartment,-37.8262491,144.9581044,"(144.9581044, -37.8262491)",407500,buy,"$395,000 to $420,000"
"3-5 St Kilda Road, St Kilda, Vic 3182",https://www.realestate.com.au/property-apartment-vic-st+kilda-140266323,"109/3-5 St Kilda Road, St Kilda, Vic 3182",1,1,1,0,https://i2.au.reastatic.net/{size}/fa9f08d3367c09fa4a6807da3b008f4f29283058ee7e217b79c395af107f7509/image.jpg,Apartment,-37.8587677,144.9831076,"(144.98310759454694, -37.8587677)",350000,buy,"$340,000-$360,000"
"111 George Street, Fitzroy, Vic 3065",https://www.realestate.com.au/property-townhouse-vic-fitzroy-139522555,"2/111 George Street, Fitzroy, Vic 3065",2,1,1,0,https://i2.au.reastatic.net/{size}/5ccb6be015bd7b54a5ff2ea29d4119c77e6cfc6e5df6546f4b36076bff62a1e5/image.jpg,Townhouse,-37.8017752,144.9813182,"(144.9813182, -37.8017752)",959000,buy,"Private Sale $959,000"
"267 Adderley Street, West Melbourne, Vic 3003",https://www.realestate.com.au/property-townhouse-vic-west+melbourne-139244935,"267 Adderley Street, West Melbourne, Vic 3003",4,3,1,0,https://i2.au.reastatic.net/{size}/4540ad261fec4865fc8b6f6a05ed08c5f72a60cfb6db384951051fbdfc3ce784/image.jpg,Townhouse,-37.8088876,144.9459961,"(144.9459961, -37.8088876)",1650000,buy,"$1,600,000 - $1,700,000"
"30 Wreckyn Street, North Melbourne, Vic 3051",https://www.realestate.com.au/property-apartment-vic-north+melbourne-140509755,"502/30 Wreckyn Street, North Melbourne, Vic 3051",2,1,1,0,https://i2.au.reastatic.net/{size}/230079530495192e7a0465737b238be306c3fce5d648b765f0b6c6c03ce0efa4/image.jpg,Apartment,-37.8003944,144.9543612,"(144.9543612, -37.8003944)",575000,buy,"$550,000-$600,000"
"53 Gadd Street, Northcote, Vic 3070",https://www.realestate.com.au/property-townhouse-vic-northcote-140396103,"9/53 Gadd Street, Northcote, Vic 3070",2,2,2,0,https://i2.au.reastatic.net/{size}/7e4ff023acc9fe2aa1fc8eb453bbaabfc8daa20f0b33c964e134135a6687aa18/image.png,Townhouse,-37.763186,144.9958289,"(144.9958289, -37.763186)",730000,buy,730000 
"31 Grattan Street, Prahran, Vic 3181",https://www.realestate.com.au/property-apartment-vic-prahran-140509615,"606/31 Grattan Street, Prahran, Vic 3181",2,2,1,0,https://i2.au.reastatic.net/{size}/339cfc48963101b6af9d402265bf2dcaa25a9f54526f6ea7f065bc863eec0d92/image.jpg,Apartment,-37.8477678,144.9912984,"(144.9912984, -37.8477678)",675000,buy,675000 
"15 Cromwell Road, South Yarra, Vic 3141",https://www.realestate.com.au/property-apartment-vic-south+yarra-140265935,"106/15 Cromwell Road, South Yarra, Vic 3141",2,2,1,0,https://i2.au.reastatic.net/{size}/78a57070d18a98408b133f7282475c1772dcebb599f8d123a32e235119a97a59/image.jpg,Apartment,-37.8405304,144.9998566,"(144.9998566, -37.8405304)",875000,buy,"$850,000 - $900,000"
"5 Jessamine Avenue, Prahran, Vic 3181",https://www.realestate.com.au/property-apartment-vic-prahran-140144603,"8/5 Jessamine Avenue, Prahran, Vic 3181",3,1,0,0,https://i2.au.reastatic.net/{size}/c2a821e0f987bb867196628188efe00edb89e089ac6bbc6d7105db555a7e9ca0/image.jpg,Apartment,-37.8575817,145.0034367,"(145.0034367, -37.8575817)",795000,buy,795000 
"7 WHITE STREET, Windsor, Vic 3181",https://www.realestate.com.au/property-apartment-vic-windsor-140509347,"305/7 WHITE STREET, Windsor, Vic 3181",2,2,1,0,https://i2.au.reastatic.net/{size}/0bdb909976523b04b37b6675b589888a3fdc40632859dff200db36117e11bbf1/image.jpg,Apartment,-37.8558546,144.9939426,"(144.9939426, -37.8558546)",895000,buy,895000 
"11 Union Street, Windsor, Vic 3181",https://www.realestate.com.au/property-house-vic-windsor-140259563,"11 Union Street, Windsor, Vic 3181",3,1,0,0,https://i2.au.reastatic.net/{size}/a18102a2f34288196256ca62a257517b1db5884b2bf8e22b53212968fa546228/image.jpg,House,-37.8534947,144.9837192,"(144.9837192, -37.8534947)",1430000,buy,"Private Sale $1,430,000"
"2 Moore Street, Southbank, Vic 3006",https://www.realestate.com.au/property-apartment-vic-southbank-140631723,"1/2 Moore Street, Southbank, Vic 3006",2,1,1,0,https://i2.au.reastatic.net/{size}/ef949eb0d7c3ac1823c2a651bdc3179ba037ff6461722d18e6285e119ff30664/image.jpg,Apartment,-37.8234842,144.96604,"(144.96604, -37.8234842)",745000,buy,"$720,000 to $770,000"
"1 Freshwater Place, Southbank, Vic 3006",https://www.realestate.com.au/property-apartment-vic-southbank-140259587,"1412/1 Freshwater Place, Southbank, Vic 3006",2,2,2,0,https://i2.au.reastatic.net/{size}/5274e00073f25e01da823cb1832aecb86f5dbfdc83963a1db055339c3ebba688/image.jpg,Apartment,-37.8221111,144.962312,"(144.962312, -37.8221111)",911500,buy,"$898,000$925,000"
"115 Wellington Street, St Kilda, Vic 3182",https://www.realestate.com.au/property-apartment-vic-st+kilda-140509135,"203/115 Wellington Street, St Kilda, Vic 3182",2,1,1,0,https://i2.au.reastatic.net/{size}/d8cf8d10f08d41adfc303524f49fb56994a9bdefd98a7f9a2a4985f2a99e618f/image.jpg,Apartment,-37.8564081,144.9833672,"(144.9833672, -37.8564081)",595000,buy,595000 
"121 Rosslyn Street, West Melbourne, Vic 3003",https://www.realestate.com.au/property-apartment-vic-west+melbourne-139889735,"316/121 Rosslyn Street, West Melbourne, Vic 3003",2,1,1,0,https://i2.au.reastatic.net/{size}/77a07f7297a87b3dc8ba4f913387c9e6d7d44d26715d057198bfb650ef14e913/image.jpg,Apartment,-37.8103024,144.9474073,"(144.9474073, -37.8103024)",525000,buy,"$500,000-$550,000"
"50 Albert Road, South Melbourne, Vic 3205",https://www.realestate.com.au/property-apartment-vic-south+melbourne-139648123,"903/50 Albert Road, South Melbourne, Vic 3205",2,2,1,0,https://i2.au.reastatic.net/{size}/4da800a4e2135acf136cbda713336df4fe458e2189390f00a723ece7f58660c5/image.jpg,Apartment,-37.8341251,144.9713427,"(144.9713427, -37.8341251)",695000,buy,"$680,000 - $710,000"
"3 Yarra Street, South Yarra, Vic 3141",https://www.realestate.com.au/property-apartment-vic-south+yarra-140143967,"2206/3 Yarra Street, South Yarra, Vic 3141",2,1,1,0,https://i2.au.reastatic.net/{size}/4ea46fed733b55f61c9f24e0fcc4da6526f3fa7b214b3a95b9e7fb40a5e62150/image.jpg,Apartment,-37.8359474,144.9931004,"(144.9931004, -37.8359474)",660000,buy,"$630,000-$690,000"
"1 Wellington Crescent, East Melbourne, Vic 3002",https://www.realestate.com.au/property-apartment-vic-east+melbourne-140265091,"48/1 Wellington Crescent, East Melbourne, Vic 3002",2,1,1,0,https://i2.au.reastatic.net/{size}/a1697b203ae613394d8f6194305db46e52177425518ca300ccb75c4b29aa6d2b/image.jpg,Apartment,-37.8164473,144.9780883,"(144.9780883, -37.8164473)",860000,buy,"$820,000 - $900,000"
"8 Daly Street, South Yarra, Vic 3141",https://www.realestate.com.au/property-apartment-vic-south+yarra-139521095,"201/8 Daly Street, South Yarra, Vic 3141",2,1,0,0,https://i2.au.reastatic.net/{size}/9f001f4cab99d5182f4c1d231d6264924d2d02d67ed26ddbeb56786447a9e728/image.jpg,Apartment,-37.838029,144.9951004,"(144.9951004, -37.838029)",437500,buy,"$425,000 - $450,000"
"211 Wellington Parade South, East Melbourne, Vic 3002",https://www.realestate.com.au/property-apartment-vic-east+melbourne-140394423,"8/211 Wellington Parade South, East Melbourne, Vic 3002",1,1,1,0,https://i2.au.reastatic.net/{size}/f1f6af6f8fd14fe5a1c6b5fd5d1a1919ec024a3d12d34d5cc27e908e899e67f4/image.jpg,Apartment,-37.8166545,144.980857,"(144.980857, -37.8166545)",705000,buy,"$685,000 - $725,000"
"6 Lord Street, Richmond, Vic 3121",https://www.realestate.com.au/property-apartment-vic-richmond-140008339,"316/6 Lord Street, Richmond, Vic 3121",1,1,1,0,https://i2.au.reastatic.net/{size}/b9594f2d478d5b3387c31996dd25d9d73827292135b8107afee12b07451bf6cc/image.jpg,Apartment,-37.8197375,145.0050526,"(145.0050526, -37.8197375)",489000,buy,"$489,000 Private Sale"
"15 Queens Road, Melbourne, Vic 3004",https://www.realestate.com.au/property-apartment-vic-melbourne-140507867,"505/15 Queens Road, Melbourne, Vic 3004",2,2,1,0,https://i2.au.reastatic.net/{size}/47633e3895d82994d8a625e70d3d50937c921ee5d85b252b84e07a729f7cea49/image.jpg,Apartment,-37.8373319,144.9735305,"(144.9735305, -37.8373319)",602500,buy,"$585,000 - $620,000"
"16-18 Grey Street, St Kilda, Vic 3182",https://www.realestate.com.au/property-apartment-vic-st+kilda-140007975,"802/16-18 Grey Street, St Kilda, Vic 3182",1,1,1,0,https://i2.au.reastatic.net/{size}/27e2abd8848b79ad1a324de2e0cfe6caddfe02b3e32653f5fd2ced3e1800ea55/image.jpg,Apartment,-37.8636969,144.9811847,"(144.9811847, -37.8636969)",429000,buy,429000 
"33 Hunter Street, Richmond, Vic 3121",https://www.realestate.com.au/property-house-vic-richmond-140507851,"33 Hunter Street, Richmond, Vic 3121",3,3,2,0,https://i2.au.reastatic.net/{size}/1c23229fe459ba789cb851dc43baa564466cd6950d0d3ec5a4b578a09fb51b37/image.jpg,House,-37.8209542,145.00536,"(145.00536, -37.8209542)",2400000,buy,"$2,300,000 - $2,500,000"
"65 Dudley Street, West Melbourne, Vic 3003",https://www.realestate.com.au/property-apartment-vic-west+melbourne-140507619,"307/65 Dudley Street, West Melbourne, Vic 3003",1,1,0,0,https://i2.au.reastatic.net/{size}/e9b8a37a9b5869f282dccffdfeda71b2c2881385ea397b207186f2718b7bac0e/image.jpg,Apartment,-37.811003,144.9478727,"(144.9478727, -37.811003)",315000,buy,"$300,000 to $330,000"
"114 Cardigan Street, Carlton, Vic 3053",https://www.realestate.com.au/property-house-vic-carlton-140392815,"114 Cardigan Street, Carlton, Vic 3053",3,2,4,0,https://i2.au.reastatic.net/{size}/4ec6ab2f727345eca3642e42a230783b659c653af5a195c7358e2c281bdc97c6/image.jpg,House,-37.8026694,144.9651797,"(144.96517968, -37.8026694)",1950000,buy,1950000 
"8 Charnwood Grove, St Kilda, Vic 3182",https://www.realestate.com.au/property-apartment-vic-st+kilda-140263115,"5/8 Charnwood Grove, St Kilda, Vic 3182",2,1,1,0,https://i2.au.reastatic.net/{size}/a2619085ad41d4e78afbf647ce16634e7967783ef69f199378c2f07ac4b08e78/image.jpg,Apartment,-37.8598029,144.9852577,"(144.9852577, -37.8598029)",652000,buy,"$645,000 - $659,000"
"21 St Mangos Lane, Docklands, Vic 3008",https://www.realestate.com.au/property-apartment-vic-docklands-140142375,"110/21 St Mangos Lane, Docklands, Vic 3008",1,1,1,0,https://i2.au.reastatic.net/{size}/06f4ce02635ca7a9e59512f8cb09bcb5fcee2a7d40ba31e511dbb32c9fc4e48f/image.jpg,Apartment,-37.8139036,144.94122,"(144.94122, -37.8139036)",400000,buy,"$390,000 - $410,000"
"151 City Road, Southbank, Vic 3006",https://www.realestate.com.au/property-apartment-vic-southbank-140263011,"3512/151 City Road, Southbank, Vic 3006",2,2,1,0,https://i2.au.reastatic.net/{size}/63742ba280e32b8022755a1236edb04ce60f4717e13404493b17dbfb7d488617/image.jpg,Apartment,-37.823816,144.9627077,"(144.9627077, -37.823816)",625000,buy,"$600,000 - $650,000"
"210 CLARKE STREET, Northcote, Vic 3070",https://www.realestate.com.au/property-unit-vic-northcote-138316002,"10/210 CLARKE STREET, Northcote, Vic 3070",1,1,1,0,https://i2.au.reastatic.net/{size}/a242d32d97aa44db82c1e84f0c98d17ac464234b60dc6d9e4946dc400311e208/image.jpg,Unit,-37.7771361,145.0023155,"(145.0023155, -37.7771361)",337500,buy,"$330,000 - $345,000"
"5 Dalgety Street, St Kilda, Vic 3182",https://www.realestate.com.au/property-house-vic-st+kilda-140166895,"5 Dalgety Street, St Kilda, Vic 3182",4,3,3,0,https://i2.au.reastatic.net/{size}/7e685872f03f3813e2d3083a7c390f803b514b57443fc785a76beee311111f2e/image.jpg,House,-37.8593886,144.9809924,"(144.9809924, -37.8593886)",4260000,buy,4260000 
"7 Ivy Street, Prahran, Vic 3181",https://www.realestate.com.au/property-house-vic-prahran-140391867,"7 Ivy Street, Prahran, Vic 3181",4,2,0,0,https://i2.au.reastatic.net/{size}/cf14a8a399efc57c951464ff2e35373a3d31bb625ad567c1d25e756e014ed7fc/image.jpg,House,-37.8525857,144.9988894,"(144.9988894, -37.8525857)",1850000,buy,1850000 
"4 Bik Lane, Fitzroy North, Vic 3068",https://www.realestate.com.au/property-apartment-vic-fitzroy+north-140139151,"131/4 Bik Lane, Fitzroy North, Vic 3068",2,1,1,0,https://i2.au.reastatic.net/{size}/dfc1fe73e6c845abf6f8b9e7ebb57d21697cfc8963f9ab69c3b03002bdbf4d4a/image.jpg,Apartment,-37.7842092,144.9779748,"(144.9779748, -37.7842092)",560000,buy,"Private Sale $560,000"
"883 Collins Street, Docklands, Vic 3008",https://www.realestate.com.au/property-apartment-vic-docklands-140390143,"1806N/883 Collins Street, Docklands, Vic 3008",2,1,1,0,https://i2.au.reastatic.net/{size}/6455065785de107879541d9b035c681678535dd894cab302ad0c660bf15e6e4a/image.jpg,Apartment,-37.8211886,144.943805,"(144.943805, -37.8211886)",638000,buy,"Private Sale $638,000"
"4 Acacia Place, Abbotsford, Vic 3067",https://www.realestate.com.au/property-apartment-vic-abbotsford-140505631,"415/4 Acacia Place, Abbotsford, Vic 3067",2,1,1,0,https://i2.au.reastatic.net/{size}/128f9a5019bb9ae087b7cdd6904e6547405ec005add86b5e81ed99adc896b10f/image.jpg,Apartment,-37.8116124,145.0138185,"(145.0138185, -37.8116124)",525000,buy,"$500,000 - $550,000"
"168 Victoria Road, Northcote, Vic 3070",https://www.realestate.com.au/property-townhouse-vic-northcote-140260519,"8B/168 Victoria Road, Northcote, Vic 3070",2,2,1,0,https://i2.au.reastatic.net/{size}/e1d66191815035179269b8e71f46feb53461f7af65cd2210c59b39e83e3bd7ed/image.jpg,Townhouse,-37.7821499,145.0096891,"(145.0096891, -37.7821499)",595000,buy,"$570,000 - $620,000"
"506 Victoria Parade, East Melbourne, Vic 3002",https://www.realestate.com.au/property-house-vic-east+melbourne-140505223,"506 Victoria Parade, East Melbourne, Vic 3002",3,2,1,0,https://i2.au.reastatic.net/{size}/c178a33e9404ac4a5ea86070cdd13525507145b10c39d8e87fbe5e3541e90626/image.jpg,House,-37.8085049,144.9767854,"(144.9767854, -37.8085049)",1525000,buy,1525000 
