location,url,fulladdress,bedrooms,bathrooms,parkingSpaces,studies,image_url,house_type,latitude,longitude,coordinates,buy_price,type,price tag
"8 Daly Street, South Yarra, Vic 3141",https://www.realestate.com.au/property-apartment-vic-south+yarra-139810263,"1809/8 Daly Street, South Yarra, Vic 3141",2,1,1,0,https://i2.au.reastatic.net/{size}/8f6ef18c790e4105548ea8eadb1f9ddd6bf6163cdb78311d367056c4743914a3/image.jpg,Apartment,-37.838029,144.9951004,"(144.9951004, -37.838029)",525000,buy,"$500,000 - $550,000"
"16 Brewery Lane, Collingwood, Vic 3066",https://www.realestate.com.au/property-townhouse-vic-collingwood-136340482,"16 Brewery Lane, Collingwood, Vic 3066",3,2,1,0,https://i2.au.reastatic.net/{size}/78d508042fa509d4c0bab3fad7d746fdce5ed1ae88549b90ace87e0906a6be0d/image.jpg,Townhouse,-37.8059714,144.9868932,"(144.9868932, -37.8059714)",1015000,buy,"$970,000-$1,060,000"
"88 Kavanagh Street, Southbank, Vic 3006",https://www.realestate.com.au/property-apartment-vic-southbank-140093711,"63/88 Kavanagh Street, Southbank, Vic 3006",2,1,1,0,https://i2.au.reastatic.net/{size}/2445003b45cebb52159aff8871774f5529ebe169cefdab9fd775ae9274b2e3de/image.jpg,Apartment,-37.82470435,144.9630361,"(144.96303609895676, -37.824704350000005)",555000,buy,"$530,000 to $580,000"
"245 Queens Parade, Fitzroy North, Vic 3068",https://www.realestate.com.au/property-apartment-vic-fitzroy+north-140093459,"604/245 Queens Parade, Fitzroy North, Vic 3068",1,1,1,0,https://i2.au.reastatic.net/{size}/5548f48dd66e886d3afa58c42dd21ac1e2dc1429b8ee5de32f4ebea2b774b707/image.jpg,Apartment,-37.790888,144.9855503,"(144.9855503, -37.790888)",385000,buy,"$370,000 - $400,000"
"368 Albert Road, South Melbourne, Vic 3205",https://www.realestate.com.au/property-house-vic-south+melbourne-137906730,"368 Albert Road, South Melbourne, Vic 3205",5,3,2,0,https://i2.au.reastatic.net/{size}/688eb62b100acf387d235becb072712eda59022604f9f9e7e03cc2cfa1d44dc1/image.jpg,House,-37.8408641,144.9599935,"(144.9599935, -37.840864100000005)",4300000,buy,4300000 
"15 Nicholson Street, South Yarra, Vic 3141",https://www.realestate.com.au/property-house-vic-south+yarra-139958723,"15 Nicholson Street, South Yarra, Vic 3141",3,3,2,1,https://i2.au.reastatic.net/{size}/b1f5312cf824a5f8ff06bd6a0942f85cbcb57872ed8e5e83f15de0f6591ef8ec/image.jpg,House,-37.842389,144.9857776,"(144.9857776, -37.842389)",3750000,buy,"$3,600,000 - $3,900,000"
"20 Shamrock St, Abbotsford, Vic 3067",https://www.realestate.com.au/property-apartment-vic-abbotsford-139836379,"707/20 Shamrock St, Abbotsford, Vic 3067",2,2,1,0,https://i2.au.reastatic.net/{size}/e5f8200876a98a9f2542773054d0e39c0baec816526f85b67fd90b5d0e3cffea/image.jpg,Apartment,-37.8100884,145.0064853,"(145.0064853, -37.8100884)",545000,buy,"$520,000 - $570,000"
"6 ST KILDA RD, St Kilda, Vic 3182",https://www.realestate.com.au/property-apartment-vic-st+kilda-137379170,"302/6 ST KILDA RD, St Kilda, Vic 3182",1,1,0,0,https://i2.au.reastatic.net/{size}/c2a42cfd48579bb903c7bfcbd30be648b41ca866b65d48ad5cd51329e9383bc0/image.jpg,Apartment,-37.8566181,144.9835901,"(144.98359005676784, -37.8566181)",360000,buy,360000 
"127 Grey Street, St Kilda, Vic 3182",https://www.realestate.com.au/property-apartment-vic-st+kilda-140344115,"20/127 Grey Street, St Kilda, Vic 3182",1,1,1,0,https://i2.au.reastatic.net/{size}/72f506497eebaeb03922dc02d563d54634b140d2e7581c7fc37ceca3be2aff6d/image.jpg,Apartment,-37.8636969,144.9811847,"(144.9811847, -37.8636969)",319000,buy,319000 
"18 Wynnstay Road, Prahran, Vic 3181",https://www.realestate.com.au/property-house-vic-prahran-140091775,"18 Wynnstay Road, Prahran, Vic 3181",6,5,2,0,https://i2.au.reastatic.net/{size}/bb69c5475df4b31d02b80528124e5ca89f22b744d75e7274790f86e90a2ce15a/image.jpg,House,-37.852614,145.0089478,"(145.0089478, -37.852614)",9050000,buy,"$8,800,000 - $9,300,000"
"12 Kensington Road, South Yarra, Vic 3141",https://www.realestate.com.au/property-apartment-vic-south+yarra-139183159,"18/12 Kensington Road, South Yarra, Vic 3141",2,1,1,0,https://i2.au.reastatic.net/{size}/263fa92fd66005dfb3dcb85d416063defc01494e812b8a214a6263f531850c52/image.jpg,Apartment,-37.8359339,145.00171,"(145.00171, -37.8359339)",865000,buy,865000 
"31 Seacombe Street, Fitzroy North, Vic 3068",https://www.realestate.com.au/property-house-vic-fitzroy+north-140342983,"31 Seacombe Street, Fitzroy North, Vic 3068",3,1,1,0,https://i2.au.reastatic.net/{size}/efa91b57e853af07b9f82fa40152899f9e356ba7dece313e1c83d68aef02c53d/image.jpg,House,-37.78438556,144.9806496,"(144.98064955757576, -37.78438556060606)",1890000,buy,"$1,800,000 - $1,980,000"
"582 St Kilda Road, Melbourne, Vic 3004",https://www.realestate.com.au/property-apartment-vic-melbourne-140215659,"613/582 St Kilda Road, Melbourne, Vic 3004",2,2,2,0,https://i2.au.reastatic.net/{size}/d9e11364662dee2b385d3b4f3ef45da319170e3c70f89b1fcb3704d739279572/image.jpg,Apartment,-37.8382018,144.9763542,"(144.9763542, -37.8382018)",810000,buy,"$780,000 - $840,000"
"470 Smith Street, Collingwood, Vic 3066",https://www.realestate.com.au/property-apartment-vic-collingwood-137527382,"106/470 Smith Street, Collingwood, Vic 3066",2,1,1,0,https://i2.au.reastatic.net/{size}/8f80239d7a7f409df518e4b70f78fe51f3ecb834973fa43fe21740de3f910d77/image.jpg,Apartment,-37.8015086,144.9838358,"(144.9838358, -37.8015086)",645000,buy,"Private Sale $645,000"
"152 Peel Street, Prahran, Vic 3181",https://www.realestate.com.au/property-apartment-vic-prahran-139330119,"102/152 Peel Street, Prahran, Vic 3181",1,1,1,0,https://i2.au.reastatic.net/{size}/a1ee3e04aa5c3a269d051ae49eacabacb11af0a45ea0f33d2fc0dc0e42289481/image.jpg,Apartment,,,,525000,buy,"$500,000-$550,000"
"37 George Street, East Melbourne, Vic 3002",https://www.realestate.com.au/property-apartment-vic-east+melbourne-140214659,"17/37 George Street, East Melbourne, Vic 3002",1,1,0,0,https://i2.au.reastatic.net/{size}/eed9f3d8b041e1fd8721c41d9f2a89d6a2c6fd3543ce8e005dfdce67850e2bb7/image.jpg,Apartment,-37.8150922,144.9840799,"(144.9840799, -37.8150922)",395000,buy,"Private Sale $395,000"
"35 Albert Road, Melbourne, Vic 3004",https://www.realestate.com.au/property-apartment-vic-melbourne-140214427,"1510/35 Albert Road, Melbourne, Vic 3004",1,1,1,0,https://i2.au.reastatic.net/{size}/b3bbc672321967936c2ea893c1446583584e8a578ead39bad1752ce335a5d487/image.jpg,Apartment,-37.8348149,144.9722264,"(144.9722264, -37.8348149)",435000,buy,"$420,000 - $450,000"
"77 Cardigan Street, Carlton, Vic 3053",https://www.realestate.com.au/property-apartment-vic-carlton-130018550,"102/77 Cardigan Street, Carlton, Vic 3053",1,1,0,0,https://i2.au.reastatic.net/{size}/b2b194967d3fb71f65c3e4449e35fcfa82e5595bc5dbcefb17c1d22c2549e537/image.jpg,Apartment,-37.80488988,144.9645331,"(144.96453314705883, -37.804889882352946)",298000,buy,298000 
"33 Clarke Street, Southbank, Vic 3006",https://www.realestate.com.au/property-apartment-vic-southbank-139329271,"105/33 Clarke Street, Southbank, Vic 3006",1,1,0,0,https://i2.au.reastatic.net/{size}/d788fca8908fb3a8d112163fac5285a54f1ac41f2b1925092782e26403f48832/image.jpg,Apartment,-37.8261037,144.9588015,"(144.9588015, -37.8261037)",249000,buy,249000 
"247 Heidelberg Road, Northcote, Vic 3070",https://www.realestate.com.au/property-apartment-vic-northcote-140089003,"12/247 Heidelberg Road, Northcote, Vic 3070",1,1,1,0,https://i2.au.reastatic.net/{size}/0634d42ded1b1ae8ec1a152cb0eb9622dc937148815d3a3f91f4d6472c5d12b2/image.jpg,Apartment,-37.7840248,145.0095238,"(145.0095238, -37.7840248)",259000,buy,"Private Sale $259,000"
"18 Hoff Boulevard, Southbank, Vic 3006",https://www.realestate.com.au/property-apartment-vic-southbank-140341595,"2111/18 Hoff Boulevard, Southbank, Vic 3006",2,2,0,0,https://i2.au.reastatic.net/{size}/0efb7fc9da561676f7daf06298295adb0a7dc6f4d3c08b88b6b2b4a2b8a70b0c/image.jpg,Apartment,-37.825102,144.963546,"(144.963546, -37.825102)",577500,buy,"$550,000 - $605,000"
"84 Munster Terrace, North Melbourne, Vic 3051",https://www.realestate.com.au/property-house-vic-north+melbourne-140341519,"84 Munster Terrace, North Melbourne, Vic 3051",4,3,1,0,https://i2.au.reastatic.net/{size}/a253049ef1d0c5ca1cd859c25e2863f664d51ec391da32c139a3a692d88347b4/image.jpg,House,-37.8009677,144.9429648,"(144.9429648, -37.8009677)",2300000,buy,"$2,200,000 - $2,400,000"
"381 Docklands Drive, Docklands, Vic 3008",https://www.realestate.com.au/property-apartment-vic-docklands-140213815,"1112/381 Docklands Drive, Docklands, Vic 3008",2,1,0,0,https://i2.au.reastatic.net/{size}/6d60894774a32441b48dfe98d4311d86291f41c7d656a60b36e543d86c0101e5/image.jpg,Apartment,-37.8140216,144.9396254,"(144.9396254, -37.8140216)",600000,buy,"$575,000 - $625,000"
"13A Kent Street, Richmond, Vic 3121",https://www.realestate.com.au/property-townhouse-vic-richmond-140213307,"13A Kent Street, Richmond, Vic 3121",3,3,1,0,https://i2.au.reastatic.net/{size}/02977998ceed38030bf73b742f905bab3b677728d2ddbbff299471ac13cc1146/image.jpg,Townhouse,-37.8144819,145.001056,"(145.001056, -37.8144819)",945000,buy,945000 
"34 Little Dryburgh Street, North Melbourne, Vic 3051",https://www.realestate.com.au/property-townhouse-vic-north+melbourne-137241714,"34 Little Dryburgh Street, North Melbourne, Vic 3051",4,2,1,1,https://i2.au.reastatic.net/{size}/f6cb3dad57d48f35436a777559b82bd370d27e216c749ac8eee3ab25a18c8aae/image.jpg,Townhouse,-37.8020107,144.944317,"(144.944317, -37.8020107)",1799000,buy,1799000 
"99B Lothian Street, North Melbourne, Vic 3051",https://www.realestate.com.au/property-townhouse-vic-north+melbourne-137240638,"99B Lothian Street, North Melbourne, Vic 3051",4,2,1,1,https://i2.au.reastatic.net/{size}/90054766653e625f40886ec18f86c2d50daa7e53ade07df0f32f02dac97e1d27/image.jpg,Townhouse,-37.8024397,144.9445274,"(144.9445274, -37.8024397)",2179000,buy,2179000 
"505 St Kilda Road, Melbourne, Vic 3004",https://www.realestate.com.au/property-apartment-vic-melbourne-139953679,"1302/505 St Kilda Road, Melbourne, Vic 3004",3,2,2,0,https://i2.au.reastatic.net/{size}/03a68a2e97b2051ae0b6d126964da00d1c1e563d5a24246b1d02328f10dae8dc/image.jpg,Apartment,-37.8438281,144.9788063,"(144.9788063, -37.8438281)",1875000,buy,"$1,850,000-$1,900,000"
"601 St Kilda Road, Melbourne, Vic 3004",https://www.realestate.com.au/property-apartment-vic-melbourne-140313947,"505/601 St Kilda Road, Melbourne, Vic 3004",2,2,1,0,https://i2.au.reastatic.net/{size}/338fc4bc5db23bdd80a8dc3aca2e0d787f066f6e02de52a737ac5c23b37f1e6a/image.jpg,Apartment,-37.8382018,144.9763542,"(144.9763542, -37.8382018)",960000,buy,"$920,000 to $1,000,000"
"39 Appleton Street, Richmond, Vic 3121",https://www.realestate.com.au/property-apartment-vic-richmond-140211547,"202/39 Appleton Street, Richmond, Vic 3121",2,2,1,0,https://i2.au.reastatic.net/{size}/12be14067ccf78f98569d39e781da27cb2de53181e8f2fc6364d026053553f02/image.jpg,Apartment,-37.8156105,145.0112295,"(145.0112295, -37.8156105)",552500,buy,"Expressions of Interest $530,000 - $575,000"
"71 Abinger Street, Richmond, Vic 3121",https://www.realestate.com.au/property-apartment-vic-richmond-140211519,"504/71 Abinger Street, Richmond, Vic 3121",2,2,1,0,https://i2.au.reastatic.net/{size}/7452d0e42adcbbf30d29e4a36d12fdbd0ee4cef38794c97503781c9a297265af/image.jpg,Apartment,-37.820376,145.0020671,"(145.0020671, -37.820376)",639000,buy,639000 
"9 Waterside Place, Docklands, Vic 3008",https://www.realestate.com.au/property-apartment-vic-docklands-139591543,"1704/9 Waterside Place, Docklands, Vic 3008",2,2,2,0,https://i2.au.reastatic.net/{size}/7e96f40690845ae7d5cbda0cd00631e4c8b9a33390e0d25934e85218ce113dd4/image.jpg,Apartment,-37.8204154,144.9411899,"(144.9411899, -37.8204154)",1050000,buy,"$1,000,000-$1,100,000"
"183 Kerr Street, Fitzroy, Vic 3065",https://www.realestate.com.au/property-apartment-vic-fitzroy-140211351,"51/183 Kerr Street, Fitzroy, Vic 3065",2,1,1,0,https://i2.au.reastatic.net/{size}/15708ca76b871b2d96809b4bdec33d4d83e4bf1086a06c2d84ad14db703322a4/image.jpg,Apartment,-37.7968655,144.9798946,"(144.9798946, -37.7968655)",900000,buy,900000 
"1 Freshwater Place, Southbank, Vic 3006",https://www.realestate.com.au/property-apartment-vic-southbank-138729563,"2711/1 Freshwater Place, Southbank, Vic 3006",1,1,0,1,https://i2.au.reastatic.net/{size}/88c8a73dbf621f395338e6d6961699a8bb42fa4ee65ec3b6be686c0c1bfbe13a/image.jpg,Apartment,-37.8221111,144.962312,"(144.962312, -37.8221111)",440000,buy,"$420,000 - $460,000"
"1 Bell Street, Richmond, Vic 3121",https://www.realestate.com.au/property-house-vic-richmond-140082967,"1 Bell Street, Richmond, Vic 3121",3,1,1,0,https://i2.au.reastatic.net/{size}/51ccc5affb6973f1103debac456e0a9f9d9207b4e4f8abb2ab608847ed0904b9/image.jpg,House,-37.8249507,145.0019428,"(145.0019428, -37.8249507)",1480000,buy,1480000 
"283 City Road, Southbank, Vic 3006",https://www.realestate.com.au/property-apartment-vic-southbank-140338679,"2408/283 City Road, Southbank, Vic 3006",2,1,0,0,https://i2.au.reastatic.net/{size}/9d4bf026ca646bb4871ef667caa6400e87145ad85d307f46b29b7cf200812e4b/image.jpg,Apartment,-37.823816,144.9627077,"(144.9627077, -37.823816)",440000,buy,"$420,000 to $460,000"
"21 High Street, Northcote, Vic 3070",https://www.realestate.com.au/property-house-vic-northcote-140338359,"21 High Street, Northcote, Vic 3070",3,1,0,0,https://i2.au.reastatic.net/{size}/31ff1232fa16dd89d1606426758b01a82240e39161d06dd6d807445dbbdec6cc/image.jpg,House,-37.7775269,144.9974066,"(144.9974066, -37.7775269)",1350000,buy,1350000 
"264A Burnley Street, Richmond, Vic 3121",https://www.realestate.com.au/property-house-vic-richmond-140209935,"264A Burnley Street, Richmond, Vic 3121",3,2,1,0,https://i2.au.reastatic.net/{size}/46e93ea40989e899fece2fc0faac6e0aaed73bca8f1e2f7b339f401158695c23/image.jpg,House,-37.8179984,145.008519,"(145.008519, -37.8179984)",1825000,buy,"Private Sale $1,825,000"
"99 Palmerston Crescent, South Melbourne, Vic 3205",https://www.realestate.com.au/property-apartment-vic-south+melbourne-137520618,"G04/99 Palmerston Crescent, South Melbourne, Vic 3205",1,1,1,0,https://i2.au.reastatic.net/{size}/72f5bd5f32cd0e9f79e3d4b0af6c4102afe5595fe899fdc4508e37083e7dbb41/image.jpg,Apartment,-37.8355565,144.9684289,"(144.9684289, -37.8355565)",455000,buy,455000 
"47 Alma Road, St Kilda, Vic 3182",https://www.realestate.com.au/property-unit-vic-st+kilda-140338051,"8/47 Alma Road, St Kilda, Vic 3182",1,1,1,0,https://i2.au.reastatic.net/{size}/ba46c000a771cf90d069e96f9fa8c62153a7e5bb6bf6ae71e27c21f57bd49183/image.jpg,Unit,-37.860315,144.9831141,"(144.9831141, -37.860315)",365000,buy,"$350,000 - $380,000"
"238 The Avenue, Parkville, Vic 3052",https://www.realestate.com.au/property-apartment-vic-parkville-140337991,"18/238 The Avenue, Parkville, Vic 3052",3,2,1,0,https://i2.au.reastatic.net/{size}/27542695afc0098eec3fca6733fece07e582df159cc5545c6868b1edbcbbf877/image.jpg,Apartment,-37.7899317,144.957388,"(144.957388, -37.7899317)",1730000,buy,1730000 
"129 Fitzroy Street, St Kilda, Vic 3182",https://www.realestate.com.au/property-apartment-vic-st+kilda-139459651,"201/129 Fitzroy Street, St Kilda, Vic 3182",2,1,1,0,https://i2.au.reastatic.net/{size}/14c0e8fa9254a599c5650d28423ff77e5dd30cb3bbfd78fae0954c7aecb765ec/image.jpg,Apartment,-37.8582189,144.9801292,"(144.9801292, -37.8582189)",725000,buy,"$700,000 - $750,000"
"114 Helen Street, Northcote, Vic 3070",https://www.realestate.com.au/property-apartment-vic-northcote-139322351,"211/114 Helen Street, Northcote, Vic 3070",1,1,1,0,https://i2.au.reastatic.net/{size}/0efbf3829c44bd22e1ac935b49ebc1af76cddd79141a8fb9144a06a262f42b5e/image.jpg,Apartment,-37.7734231,144.9967241,"(144.9967241, -37.7734231)",440000,buy,440000 
"35 Malcolm Street, South Yarra, Vic 3141",https://www.realestate.com.au/property-apartment-vic-south+yarra-140208579,"810/35 Malcolm Street, South Yarra, Vic 3141",2,1,1,0,https://i2.au.reastatic.net/{size}/e727a9bdc7c6cbd7fc9ecb5905a92a7e5c341b7583b9a3b25b72546d346c06f8/image.jpg,Apartment,-37.8369423,144.9971574,"(144.9971574, -37.8369423)",495000,buy,"$480,000 to $510,000"
"201 & 201A Barkly Street, Fitzroy North, Vic 3068",https://www.realestate.com.au/property-house-vic-fitzroy+north-140336627,"201 & 201A Barkly Street, Fitzroy North, Vic 3068",5,2,1,0,https://i2.au.reastatic.net/{size}/6e4f928d9a1a18a2e52ab9da682f3c8cddfdce4e87ec703ebe8b1c4b5ee4adc8/image.jpg,House,-37.7785107,144.9825831,"(144.9825831, -37.7785107)",2800000,buy,"Private Sale $2,800,000"
"220 Commercial Road, Prahran, Vic 3181",https://www.realestate.com.au/property-apartment-vic-prahran-140206087,"206/220 Commercial Road, Prahran, Vic 3181",1,1,0,0,https://i2.au.reastatic.net/{size}/ca0be34f9fe122586f8db5c4251c3ca5607b15a0adb932d7cd254253c74a02ec/image.jpg,Apartment,-37.8456925,144.9850606,"(144.9850606, -37.8456925)",400000,buy,"$390,000 - $410,000"
"1 Almeida Crescent, South Yarra, Vic 3141",https://www.realestate.com.au/property-apartment-vic-south+yarra-133916566,"1901A/1 Almeida Crescent, South Yarra, Vic 3141",3,2,2,0,https://i2.au.reastatic.net/{size}/25d7c71bb435f6f15a8e28bd23b9ee0558eebba97a6c1556f1eb5a5f7ed66368/image.jpg,Apartment,-37.8383934,144.9950226,"(144.9950226, -37.8383934)",1515000,buy,"$1,450,000 to $1,580,000"
"609 Victoria Street, Abbotsford, Vic 3067",https://www.realestate.com.au/property-apartment-vic-abbotsford-140207663,"715A/609 Victoria Street, Abbotsford, Vic 3067",1,1,1,0,https://i2.au.reastatic.net/{size}/e3094b2ada3279bdfdb5204d5066320334825cdb5b9c7f96127ede772017ba91/image.jpg,Apartment,-37.81102,145.007957,"(145.007957, -37.81102)",345000,buy,"$330,000 - $360,000 Inspections by Appointment"
"682 Nicholson Street, Fitzroy North, Vic 3068",https://www.realestate.com.au/property-apartment-vic-fitzroy+north-140207319,"43/682 Nicholson Street, Fitzroy North, Vic 3068",2,1,2,0,https://i2.au.reastatic.net/{size}/cf545830dda8e23dd7af596c1d388a78c2bc2f111be74db1dd44ab8268521ac4/image.jpg,Apartment,-37.78350541,144.9777226,"(144.97772255714284, -37.78350541428571)",789000,buy,789000 
"2 Park Avenue, Richmond, Vic 3121",https://www.realestate.com.au/property-house-vic-richmond-140206515,"2 Park Avenue, Richmond, Vic 3121",4,2,1,0,https://i2.au.reastatic.net/{size}/015bbce8d8053c5ead3db4fe7d084c71e4b6a0e0bb591899eb4df226811163bf/image.jpg,House,-37.821099,145.0135665,"(145.0135665, -37.821099)",2040000,buy,"$1,980,000 - $2,100,000"
"105 Chapman Street, North Melbourne, Vic 3051",https://www.realestate.com.au/property-house-vic-north+melbourne-140206511,"105 Chapman Street, North Melbourne, Vic 3051",2,1,0,0,https://i2.au.reastatic.net/{size}/2faad23186a86e6219c9816cb413e52425ada6d6572695651e5ae675004c60c6/image.jpg,House,-37.7956444,144.9473498,"(144.94734977307692, -37.795644403846154)",910000,buy,"EOI $890,000 - $930,000"
"605 St Kilda Road, Melbourne, Vic 3004",https://www.realestate.com.au/property-apartment-vic-melbourne-140331003,"1301/605 St Kilda Road, Melbourne, Vic 3004",2,1,1,0,https://i2.au.reastatic.net/{size}/8d0ad9355683631efadbab1d29eeb2916c0838c7b23222fa0a0a48cc65be6495/image.jpg,Apartment,-37.8382018,144.9763542,"(144.9763542, -37.8382018)",779500,buy,779500 
"253 Bridge Road, Richmond, Vic 3121",https://www.realestate.com.au/property-apartment-vic-richmond-137516526,"203/253 Bridge Road, Richmond, Vic 3121",2,1,1,0,https://i2.au.reastatic.net/{size}/c6498144bd1cdf877d3e0537659147c706eb676b031fb31a92562bfe097a822b/image.jpg,Apartment,-37.8181854,144.9978333,"(144.9978333, -37.8181854)",630000,buy,630000 
"26 Brougham Street, North Melbourne, Vic 3051",https://www.realestate.com.au/property-apartment-vic-north+melbourne-140334403,"12/26 Brougham Street, North Melbourne, Vic 3051",1,1,1,0,https://i2.au.reastatic.net/{size}/ac80671d4a83bba80c58a9f31074a4188cdfb1fb243c0ab3df231781e8a14525/image.jpg,Apartment,-37.7935659,144.9445755,"(144.9445755, -37.7935659)",289000,buy,289000 
"555 St Kilda Road, Melbourne, Vic 3004",https://www.realestate.com.au/property-apartment-vic-melbourne-139318651,"102/555 St Kilda Road, Melbourne, Vic 3004",2,2,2,0,https://i2.au.reastatic.net/{size}/4c4ae411a01bba7bbce27f710c0a2bac69fe7734552ba9ddf4f70495572cee61/image.jpg,Apartment,-37.8470792,144.9805919,"(144.9805919, -37.8470792)",695000,buy,695000 
"31 Grattan Street, Prahran, Vic 3181",https://www.realestate.com.au/property-unit-vic-prahran-140205527,"404/31 Grattan Street, Prahran, Vic 3181",2,2,1,0,https://i2.au.reastatic.net/{size}/dee22694bf23556452cd505687169c33b1a1a8d449638c48c01084097c9a19cc/image.jpg,Unit,-37.8477678,144.9912984,"(144.9912984, -37.8477678)",635000,buy,"$620,000 -$650,000"
"568 St Kilda Road, Melbourne, Vic 3004",https://www.realestate.com.au/property-apartment-vic-melbourne-140333899,"1712/568 St Kilda Road, Melbourne, Vic 3004",1,1,1,1,https://i2.au.reastatic.net/{size}/e65254c989f7099a9e279d6c3d8dc8dd172e2b6c9a8a93d246c93f19e65cacd8/image.jpg,Apartment,-37.8471588,144.9786761,"(144.97867612571525, -37.8471588)",605000,buy,"$580,000 - $630,000"
"58 Villiers Street, North Melbourne, Vic 3051",https://www.realestate.com.au/property-apartment-vic-north+melbourne-140324683,"112/58 Villiers Street, North Melbourne, Vic 3051",2,1,0,0,https://i2.au.reastatic.net/{size}/e388653b9baa71a8156073de3fb59bd156c6dd820cedab7e6530c7668e2ec4d0/image.jpg,Apartment,-37.7997223,144.9526858,"(144.9526858, -37.7997223)",445000,buy,"$430,000-$460,000"
"69-71 Stead Street, South Melbourne, Vic 3205",https://www.realestate.com.au/property-apartment-vic-south+melbourne-140333307,"206/69-71 Stead Street, South Melbourne, Vic 3205",1,1,1,0,https://i2.au.reastatic.net/{size}/be98a1a4a06ff5da6c39906d408339bca21a8a00fea6be9e27d491d15e53572a/image.jpg,Apartment,-37.8359023,144.9691352,"(144.9691352, -37.8359023)",355000,buy,355000 
"555 Swanston Street, Carlton, Vic 3053",https://www.realestate.com.au/property-apartment-vic-carlton-140332923,"2315/555 Swanston Street, Carlton, Vic 3053",2,2,0,0,https://i2.au.reastatic.net/{size}/e72ce075744a84ed6a961217305117e461a2bad1b3a9968d4593afbea0b25a9e/image.jpg,Apartment,-37.8003891,144.9640666,"(144.9640666, -37.8003891)",519750,buy,"$495,000.00 - $544,500.00"
"100  Lorimer Street, Docklands, Vic 3008",https://www.realestate.com.au/property-apartment-vic-docklands-139454959,"1006/100  Lorimer Street, Docklands, Vic 3008",2,1,1,0,https://i2.au.reastatic.net/{size}/e25c45c5dd650932c77db802a86e58eaa8af4e3fb349528c817b8946627f84e8/image.jpg,Apartment,-37.82409425,144.9429801,"(144.94298009613826, -37.82409425)",570000,buy,570000 
"17-19 The Avenue, Windsor, Vic 3181",https://www.realestate.com.au/property-apartment-vic-windsor-140204451,"9/17-19 The Avenue, Windsor, Vic 3181",2,1,1,0,https://i2.au.reastatic.net/{size}/830076d2eb006e42986eb1b9d900222780ba9a312b46dc5e94ff3feab47869c7/image.jpg,Apartment,-37.8553825,144.9979784,"(144.9979784, -37.8553825)",549000,buy,"Private Sale $549,000"
"241 Harbour Esplanade, Docklands, Vic 3008",https://www.realestate.com.au/property-apartment-vic-docklands-139061155,"702/241 Harbour Esplanade, Docklands, Vic 3008",2,1,1,0,https://i2.au.reastatic.net/{size}/656e852bafadf183343af29caf220ac7987db1b301c91686933e106a30d9dcf8/image.jpg,Apartment,-37.8134445,144.9433128,"(144.94331281305554, -37.8134445)",487000,buy,"$475,000 - $499,000"
"12 Willam Street, Parkville, Vic 3052",https://www.realestate.com.au/property-house-vic-parkville-140332127,"12 Willam Street, Parkville, Vic 3052",6,3,2,0,https://i2.au.reastatic.net/{size}/822797b2aa55e53ada995e2303d3c45992035d8876fc8df58681427b15847111/image.jpg,House,-37.7763023,144.9396878,"(144.9396878, -37.7763023)",1850000,buy,1850000 
"253 Bridge Road, Richmond, Vic 3121",https://www.realestate.com.au/property-apartment-vic-richmond-140332083,"201/253 Bridge Road, Richmond, Vic 3121",1,1,1,0,https://i2.au.reastatic.net/{size}/909b0a3e9e79bdcb1bc4830d5aac4a3e9c7814dbb0c5a8ae5269aafe17b78182/image.jpg,Apartment,-37.8181854,144.9978333,"(144.9978333, -37.8181854)",395000,buy,"Private Sale $395,000"
"572 St Kilda Road, Melbourne, Vic 3004",https://www.realestate.com.au/property-apartment-vic-melbourne-138969143,"628/572 St Kilda Road, Melbourne, Vic 3004",1,1,0,0,https://i2.au.reastatic.net/{size}/71eb536d57e0511592e2cfe6630889898dbad84245c2b2aa2c6549f3eb55bcd8/image.jpg,Apartment,-37.847698,144.978991,"(144.978991, -37.847698)",167500,buy,"$160,000 - $175,000"
"42 Ralston Street, South Yarra, Vic 3141",https://www.realestate.com.au/property-apartment-vic-south+yarra-140331815,"102/42 Ralston Street, South Yarra, Vic 3141",2,2,1,0,https://i2.au.reastatic.net/{size}/24b2126e0da80211e3b0c590d655d2bcba61a1d8ffe5eb7e3867cb1941f68738/image.jpg,Apartment,-37.8391629,144.9870273,"(144.9870273, -37.8391629)",935000,buy,"$920,000 to $950,000"
"26-38 Merri Parade, Northcote, Vic 3070",https://www.realestate.com.au/property-apartment-vic-northcote-140331567,"14/26-38 Merri Parade, Northcote, Vic 3070",1,1,0,0,https://i2.au.reastatic.net/{size}/a76e838ad9e3d689ba76089be5255adc9b496e7f4e995a0c436b3f0d53c0d404/image.jpg,Apartment,-37.7805888,144.9929527,"(144.9929527, -37.7805888)",349000,buy,"Private Sale $349,000"
"181 Fitzroy Street, St Kilda, Vic 3182",https://www.realestate.com.au/property-apartment-vic-st+kilda-140331027,"207/181 Fitzroy Street, St Kilda, Vic 3182",2,1,1,0,https://i2.au.reastatic.net/{size}/60244b9d95780875e150b047ca28033ab9d12cec7fcb35e3f80ea80a8139f2cf/image.jpg,Apartment,-37.857768,144.9813995,"(144.9813994509854, -37.857768)",615000,buy,"$590,000 - $640,000"
