location,url,fulladdress,bedrooms,bathrooms,parkingSpaces,studies,image_url,latitude,longitude,coordinates,pprice,type,house_type
"228 La Trobe Street, Melbourne, Vic 3000",https://www.realestate.com.au/property-apartment-vic-melbourne-140608107,"2905/228 La Trobe Street, Melbourne, Vic 3000",1,1,0,0,https://i2.au.reastatic.net/{size}/c51f1385f43e66dcca55cde87f2d326d4802d1909774e1fa6f616558cc4d5c1e/image.jpg,-37.8103906,144.9612267,"(144.9612267, -37.8103906)",427500,buy,Apartment
"16 Liverpool Street, Melbourne, Vic 3000",https://www.realestate.com.au/property-apartment-vic-melbourne-140589631,"607/16 Liverpool Street, Melbourne, Vic 3000",1,1,1,0,https://i2.au.reastatic.net/{size}/0e25dbd797e204536b61cfc2cacf63e3a17e37b29fa10c2be6630e1fe446f1cf/image.jpg,-37.811212,144.9714931,"(144.9714931, -37.811212)",460000,buy,Apartment
"135 A'Beckett Street, Melbourne, Vic 3000",https://www.realestate.com.au/property-apartment-vic-melbourne-140595723,"6009/135 A'Beckett Street, Melbourne, Vic 3000",3,2,1,0,https://i2.au.reastatic.net/{size}/1ecb9d51b3fe96d30d34b098a4c2de7ada3c4b75aa20fc7cf30ecf449a001541/image.jpg,-37.8096114,144.9595749,"(144.9595749, -37.8096114)",900000,buy,Apartment
"200 Spencer Street, Melbourne, Vic 3000",https://www.realestate.com.au/property-apartment-vic-melbourne-138993283,"1313/200 Spencer Street, Melbourne, Vic 3000",1,1,1,0,https://i2.au.reastatic.net/{size}/4b2865009809170ef2def56cd020a869dd49ed23c37dfac0776410778d47020e/image.jpg,-37.8162806,144.9532882,"(144.95328817518583, -37.8162806)",377500,buy,Apartment
"555 Flinders Street, Melbourne, Vic 3000",https://www.realestate.com.au/property-apartment-vic-melbourne-140463723,"1306/555 Flinders Street, Melbourne, Vic 3000",1,1,1,0,https://i2.au.reastatic.net/{size}/8cd9ca2d02b7399581adae421e921519f6a72401e8532298e8497c9152b1f7df/image.jpg,-37.82096345,144.9564841,"(144.9564841079254, -37.82096345)",400000,buy,Apartment
"422 Collins Street, Melbourne, Vic 3000",https://www.realestate.com.au/property-apartment-vic-melbourne-139730827,"717/422 Collins Street, Melbourne, Vic 3000",2,1,0,0,https://i2.au.reastatic.net/{size}/a538ca58a6d87e3fbb68cdba25b8475c9ebba57b6429993aa7f637f9e5a8398d/image.jpg,-37.81679715,144.9600304,"(144.9600304018269, -37.81679715)",599000,buy,Apartment
"38 Rose Lane, Melbourne, Vic 3000",https://www.realestate.com.au/property-apartment-vic-melbourne-140593111,"3909/38 Rose Lane, Melbourne, Vic 3000",1,1,0,0,https://i2.au.reastatic.net/{size}/d39e8f8b41cb81d98b86c68d4ca602687e4dbd3aaf29c7c7b1476c6613b0ec36/image.jpg,-37.8148091,144.9539615,"(144.9539615, -37.8148091)",417900,buy,Apartment
"350 La Trobe Street, Melbourne, Vic 3000",https://www.realestate.com.au/property-apartment-vic-melbourne-140462235,"602/350 La Trobe Street, Melbourne, Vic 3000",2,1,0,0,https://i2.au.reastatic.net/{size}/9169f358e9f9ef8adb848a652dfaa210a787e96799d9249b5c5805c1210d0d23/image.jpg,-37.8103906,144.9612267,"(144.9612267, -37.8103906)",510000,buy,Apartment
"333 Exhibition St, Melbourne, Vic 3000",https://www.realestate.com.au/property-apartment-vic-melbourne-140590619,"1306/333 Exhibition St, Melbourne, Vic 3000",2,2,1,0,https://i2.au.reastatic.net/{size}/8dc20474480b8e86f0b9f69ee58a4d9a1d4a04c9f49535d4964f467af7dea923/image.jpg,-37.8080085,144.96842,"(144.96842, -37.8080085)",599000,buy,Apartment
"410 Elizabeth Street, Melbourne, Vic 3000",https://www.realestate.com.au/property-apartment-vic-melbourne-139351043,"1103/410 Elizabeth Street, Melbourne, Vic 3000",2,1,0,0,https://i2.au.reastatic.net/{size}/b55eff09582d031f20ef7b67943c59f8c1629bd97325c2cdc12c951bcc3b9814/image.jpg,-37.80907471,144.9610193,"(144.96101932142855, -37.809074707142855)",455000,buy,Apartment
"138 Spencer Street, Melbourne, Vic 3000",https://www.realestate.com.au/property-apartment-vic-melbourne-139982427,"4310/138 Spencer Street, Melbourne, Vic 3000",2,1,0,1,https://i2.au.reastatic.net/{size}/5f76ec111001aa70f8525add148818f62a720b1f094bece41b10392502778540/image.jpg,-37.8131357,144.95151,"(144.95151, -37.8131357)",725000,buy,Apartment
"199 William Street, Melbourne, Vic 3000",https://www.realestate.com.au/property-apartment-vic-melbourne-137269930,"522/199 William Street, Melbourne, Vic 3000",2,2,0,0,https://i2.au.reastatic.net/{size}/f743cb51f3808ffe06fe79d7076ca2e8259965a4b8345497b3068b33a6df8ab4/image.jpg,-37.8115568,144.9564297,"(144.9564297, -37.8115568)",487500,buy,Apartment
"200 Spencer Street, Melbourne, Vic 3000",https://www.realestate.com.au/property-apartment-vic-melbourne-140112455,"3910/200 Spencer Street, Melbourne, Vic 3000",2,1,1,0,https://i2.au.reastatic.net/{size}/5e0967e78751315e9175cd7369e9c4b4201dfa4634a1360556aceed1803ce65b/image.jpg,-37.8162806,144.9532882,"(144.95328817518583, -37.8162806)",665000,buy,Apartment
"118 Russell Street, Melbourne, Vic 3000",https://www.realestate.com.au/property-apartment-vic-melbourne-140584975,"811/118 Russell Street, Melbourne, Vic 3000",2,1,0,0,https://i2.au.reastatic.net/{size}/7736131886a140a2f4da9c3c0ce1167876c08a53dae777897b5cd3c3b69ec276/image.jpg,-37.8136078,144.9686931,"(144.9686931, -37.8136078)",615000,buy,Apartment
"568 Collins Street, Melbourne, Vic 3000",https://www.realestate.com.au/property-apartment-vic-melbourne-139855019,"4109/568 Collins Street, Melbourne, Vic 3000",1,1,0,0,https://i2.au.reastatic.net/{size}/9dcb32f53421f18baee7189b93de03fc1e6cf76a02dc72cb54074964e4d76264/image.jpg,-37.81835585,144.9554293,"(144.95542933144475, -37.81835585)",337500,buy,Apartment
"200 Spencer Street, Melbourne, Vic 3000",https://www.realestate.com.au/property-apartment-vic-melbourne-135009774,"1311/200 Spencer Street, Melbourne, Vic 3000",1,1,1,0,https://i2.au.reastatic.net/{size}/10d326894a5313aeedfcb28caebfad9aebe47993f2e69042809c0051d395c17e/image.jpg,-37.8162806,144.9532882,"(144.95328817518583, -37.8162806)",407500,buy,Apartment
"399 Bourke Street, Melbourne, Vic 3000",https://www.realestate.com.au/property-apartment-vic-melbourne-140232367,"213/399 Bourke Street, Melbourne, Vic 3000",2,1,0,0,https://i2.au.reastatic.net/{size}/4519416c6c660a2c625700678002c14a9c9d5a77084dd2b0c91603fe48f45b52/image.jpg,-37.814762,144.9614924,"(144.9614924, -37.814762)",492500,buy,Apartment
"8 Franklin Street, Melbourne, Vic 3000",https://www.realestate.com.au/property-apartment-vic-melbourne-139718187,"803A/8 Franklin Street, Melbourne, Vic 3000",2,2,0,0,https://i2.au.reastatic.net/{size}/dfb2eebf8fc274f0ad307232b8c50a76f0f0b9030ce103680e3a9d8c45408d05/image.jpg,-37.8074444,144.9621938,"(144.9621938, -37.8074444)",470000,buy,Apartment
"87 Franklin Street, Melbourne, Vic 3000",https://www.realestate.com.au/property-apartment-vic-melbourne-140581475,"705/87 Franklin Street, Melbourne, Vic 3000",1,1,1,0,https://i2.au.reastatic.net/{size}/b10762f0e66f53f56b08d649aab44620efffe42aba0cc6cbd9d9108d258b60af/image.jpg,-37.808018,144.961751,"(144.961751, -37.808018)",377500,buy,Apartment
"474 Flinders Street, Melbourne, Vic 3000",https://www.realestate.com.au/property-apartment-vic-melbourne-140108279,"1621/474 Flinders Street, Melbourne, Vic 3000",1,1,0,0,https://i2.au.reastatic.net/{size}/04bad827779d40f5b4b605564b73be96fc867fe2d75a6f02bdd3f5f91a35df9a/image.jpg,-37.8190295,144.9618007,"(144.9618007, -37.8190295)",430000,buy,Apartment
"568 Collins Street, Melbourne, Vic 3000",https://www.realestate.com.au/property-apartment-vic-melbourne-139850215,"1502/568 Collins Street, Melbourne, Vic 3000",2,1,1,0,https://i2.au.reastatic.net/{size}/78dc384a4ec84c1fc552a27e91d11e821a07dd5dcbf162c83397ee1d171bdd6c/image.jpg,-37.81835585,144.9554293,"(144.95542933144475, -37.81835585)",475000,buy,Apartment
"442 Elizabeth  Street, Melbourne, Vic 3000",https://www.realestate.com.au/property-apartment-vic-melbourne-140229975,"1404/442 Elizabeth  Street, Melbourne, Vic 3000",2,1,0,0,https://i2.au.reastatic.net/{size}/d6ffe2a61495dd7069b3fa6a01f32e45577f1847fc1ca4d48f48d3135a1a8bb5/image.jpg,-37.80826779,144.9606474,"(144.96064737857145, -37.808267792857144)",550000,buy,Apartment
"639 Lonsdale Street, Melbourne, Vic 3000",https://www.realestate.com.au/property-apartment-vic-melbourne-140350815,"1308/639 Lonsdale Street, Melbourne, Vic 3000",2,1,0,0,https://i2.au.reastatic.net/{size}/74f4c700211fb766302cececf55529efd73f4fafa761bc0b16374c1ddd65133c/image.jpg,-37.815252,144.9536724,"(144.95367244636554, -37.815252)",400000,buy,Apartment
"31 Spring Street, Melbourne, Vic 3000",https://www.realestate.com.au/property-apartment-vic-melbourne-139971367,"1206/31 Spring Street, Melbourne, Vic 3000",1,1,1,0,https://i2.au.reastatic.net/{size}/084d3f2b5ff4d8345082c26d8fa74e75049f31d3dce04882a223bc3a94a894ba/image.jpg,-37.8145494,144.9741154,"(144.97411540000002, -37.814549400000004)",482500,buy,Apartment
"22 Coromandel Place, Melbourne, Vic 3000",https://www.realestate.com.au/property-apartment-vic-melbourne-140577071,"1106/22 Coromandel Place, Melbourne, Vic 3000",2,1,0,0,https://i2.au.reastatic.net/{size}/4d58f1d044c3d3357eae7944e2de620b287cf66e6e43056348d687e2681cd6f4/image.jpg,-37.8131764,144.9692124,"(144.9692124, -37.8131764)",405000,buy,Apartment
"333 Exhibition Street, Melbourne, Vic 3000",https://www.realestate.com.au/property-unit-vic-melbourne-140576835,"1311/333 Exhibition Street, Melbourne, Vic 3000",2,2,0,0,https://i2.au.reastatic.net/{size}/981610900943433d22e9aadb1824f62a8d7600691bc90d13ced00ff7adbcc334/image.jpg,-37.8080085,144.96842,"(144.96842, -37.8080085)",460000,buy,Unit
"464 Collins Street, Melbourne, Vic 3000",https://www.realestate.com.au/property-apartment-vic-melbourne-139469935,"2101/464 Collins Street, Melbourne, Vic 3000",2,1,0,0,https://i2.au.reastatic.net/{size}/bf21d7004e3fb8c5e979a2bf03682942009e02ee90954eb41e8374610d7649a1/image.jpg,-37.81751505,144.9586031,"(144.95860306822385, -37.81751505)",599000,buy,Apartment
"118 Russell Street, Melbourne, Vic 3000",https://www.realestate.com.au/property-apartment-vic-melbourne-139839523,"405/118 Russell Street, Melbourne, Vic 3000",2,1,0,0,https://i2.au.reastatic.net/{size}/08075ebc976d3636602044404c6425cce7648fa10bcf0eaa9e2e5174b53c0b6a/image.jpg,-37.8136078,144.9686931,"(144.9686931, -37.8136078)",499000,buy,Apartment
"10 Manton Lane, Melbourne, Vic 3000",https://www.realestate.com.au/property-unit-vic-melbourne-140218795,"4/10 Manton Lane, Melbourne, Vic 3000",3,2,2,0,https://i2.au.reastatic.net/{size}/43b8c65c72d35b653ddb335e5de965b95b88ebd5a069a11aa3f4d78e2bb9bce4/image.jpg,-37.8139472,144.9553025,"(144.9553025, -37.8139472)",2700000,buy,Unit
"350 William Street, Melbourne, Vic 3000",https://www.realestate.com.au/property-studio-vic-melbourne-139464071,"3508/350 William Street, Melbourne, Vic 3000",0,1,0,0,https://i2.au.reastatic.net/{size}/83dd9597bdf83562109db774a0eb7c0cf94d93a22ee63bc68bcbd4359e1edee9/image.jpg,-37.8111644,144.9563955,"(144.9563955, -37.8111644)",259000,buy,Studio
"565 Flinders Street, Melbourne, Vic 3000",https://www.realestate.com.au/property-apartment-vic-melbourne-139329491,"408/565 Flinders Street, Melbourne, Vic 3000",2,2,1,0,https://i2.au.reastatic.net/{size}/e7e3cae3eb72e2e5ae1e633d4f66e0d5d0ec959ce93de35c8d37d3da3c9ca095/image.jpg,-37.821096,144.9558093,"(144.9558092772109, -37.821096)",465000,buy,Apartment
"228 ABeckett Street, Melbourne, Vic 3000",https://www.realestate.com.au/property-apartment-vic-melbourne-140214351,"601/228 ABeckett Street, Melbourne, Vic 3000",2,2,1,0,https://i2.au.reastatic.net/{size}/87e0a6f28b63bc3bc1a013e0cdc877158a3bd40c91b94d1c251678bc1d1810bc/image.jpg,-38.1171539,145.1489982,"(145.1489982, -38.1171539)",640000,buy,Apartment
"568 Collins Street, Melbourne, Vic 3000",https://www.realestate.com.au/property-apartment-vic-melbourne-139179743,"2510/568 Collins Street, Melbourne, Vic 3000",2,1,0,0,https://i2.au.reastatic.net/{size}/fd524d577080b2826e7f2bf51eedcd864a761a69cf2e0621b733dd056db5b914/image.jpg,-37.81835585,144.9554293,"(144.95542933144475, -37.81835585)",480000,buy,Apartment
"11-17 Cohen Place, Melbourne, Vic 3000",https://www.realestate.com.au/property-apartment-vic-melbourne-140341039,"508/11-17 Cohen Place, Melbourne, Vic 3000",1,1,0,0,https://i2.au.reastatic.net/{size}/0327d8b139f31f6646879e184b64ad7e8dafa3ff7b30cc2163164a4f548a3ce7/image.jpg,-37.8104681,144.9689134,"(144.9689134, -37.8104681)",279000,buy,Apartment
"220 Spencer Street, Melbourne, Vic 3000",https://www.realestate.com.au/property-apartment-vic-melbourne-140210779,"2309s/220 Spencer Street, Melbourne, Vic 3000",1,1,0,0,https://i2.au.reastatic.net/{size}/932219d8f5a49f70423334e7a3ec99b782252509c39e5c9ec23dc6da8b6dbd45/image.jpg,-37.815983,144.952991,"(144.952991, -37.815983)",307500,buy,Apartment
"601 Little Lonsdale Street, Melbourne, Vic 3000",https://www.realestate.com.au/property-apartment-vic-melbourne-137521930,"1106/601 Little Lonsdale Street, Melbourne, Vic 3000",1,1,0,0,https://i2.au.reastatic.net/{size}/546e55bd2d3eef06b55383df3ba5cec70097aa206995e575cdf17991c84d1bfa/image.jpg,-37.81389365,144.9537209,"(144.9537209, -37.81389365)",399000,buy,Apartment
"601 Little Lonsdale Street, Melbourne, Vic 3000",https://www.realestate.com.au/property-apartment-vic-melbourne-137521926,"906/601 Little Lonsdale Street, Melbourne, Vic 3000",1,1,0,0,https://i2.au.reastatic.net/{size}/df510af3dee7b89ff49715c42d2e61b62e31cdf497ddcc2277e69169e959d9fa/image.jpg,-37.81389365,144.9537209,"(144.9537209, -37.81389365)",389000,buy,Apartment
"327 La Trobe Street, Melbourne, Vic 3000",https://www.realestate.com.au/property-apartment-vic-melbourne-139952919,"4003/327 La Trobe Street, Melbourne, Vic 3000",1,1,0,0,https://i2.au.reastatic.net/{size}/9950eb6127b5e06389ff8cae60aaed7ed5a9e2b290d46e4cd8abeccded5bdc2d/image.jpg,-37.8103906,144.9612267,"(144.9612267, -37.8103906)",372500,buy,Apartment
"12 Queens Road, Melbourne, Vic 3000",https://www.realestate.com.au/property-apartment-vic-melbourne-137677850,"314/12 Queens Road, Melbourne, Vic 3000",2,1,1,0,https://i2.au.reastatic.net/{size}/4da6b2d08b8367ec91444d1d24ba18221f2bacc2f085b3227f0a38588d4af48d/image.jpg,-37.8386965,144.9746514,"(144.9746514422535, -37.8386965)",595000,buy,Apartment
"315 La Trobe Street, Melbourne, Vic 3000",https://www.realestate.com.au/property-apartment-vic-melbourne-137665070,"2102/315 La Trobe Street, Melbourne, Vic 3000",1,1,0,0,https://i2.au.reastatic.net/{size}/d58e4c7f5cc52d2dee05259d96eedd4e9788739c5a23059361c6c8f4d5e2b48a/image.jpg,-37.8103906,144.9612267,"(144.9612267, -37.8103906)",340000,buy,Apartment
"601 Little Lonsdale Street, Melbourne, Vic 3000",https://www.realestate.com.au/property-apartment-vic-melbourne-140203795,"2408/601 Little Lonsdale Street, Melbourne, Vic 3000",2,2,1,0,https://i2.au.reastatic.net/{size}/53624bbc2c720894528b96c7783d0d340d2d1eb2c43599d91249a1f4cd7d8174/image.jpg,-37.81389365,144.9537209,"(144.9537209, -37.81389365)",590000,buy,Apartment
"112 Abeckett Street, Melbourne, Vic 3000",https://www.realestate.com.au/property-apartment-vic-melbourne-137507286,"307/112 Abeckett Street, Melbourne, Vic 3000",1,1,1,0,https://i2.au.reastatic.net/{size}/ad132793cc7a82874fe95aa74f0f7ab0c4c647dd387f69fc7c6ab3d6c6949b9e/image.jpg,-38.1171539,145.1489982,"(145.1489982, -38.1171539)",308000,buy,Apartment
"250 Spencer Street, Melbourne, Vic 3000",https://www.realestate.com.au/property-apartment-vic-melbourne-140201527,"2003A/250 Spencer Street, Melbourne, Vic 3000",3,2,0,0,https://i2.au.reastatic.net/{size}/022bcb3608f1ffb5512d3c68afd09e63444bc570ab6918eca590865abd6aa125/image.jpg,-37.8131357,144.95151,"(144.95151, -37.8131357)",1250000,buy,Apartment
"80 A'beckett Street, Melbourne, Vic 3000",https://www.realestate.com.au/property-apartment-vic-melbourne-140328411,"2007/80 A'beckett Street, Melbourne, Vic 3000",2,1,1,0,https://i2.au.reastatic.net/{size}/11d45f251f15ebeaf12b54cf405d225364d57c5f6e063af8c235ab6561ec5af7/image.jpg,-37.8096114,144.9595749,"(144.9595749, -37.8096114)",500000,buy,Apartment
"300 Swanston Street, Melbourne, Vic 3000",https://www.realestate.com.au/property-apartment-vic-melbourne-140200407,"506/300 Swanston Street, Melbourne, Vic 3000",1,1,1,0,https://i2.au.reastatic.net/{size}/c0c6b9fec2a519bad2f4029f1bd642a2b41c812b595a9532d146a7da90b38d40/image.jpg,-37.81051006,144.9644505,"(144.9644505110039, -37.810510061172394)",500000,buy,Apartment
"618 Lonsdale Street, Melbourne, Vic 3000",https://www.realestate.com.au/property-apartment-vic-melbourne-140072919,"2611/618 Lonsdale Street, Melbourne, Vic 3000",2,2,1,0,https://i2.au.reastatic.net/{size}/cb08fa28222fb801d5a5821494c24f1f6432a6790ad5c4e5d99b1535dae62865/image.jpg,-37.8123833,144.9620705,"(144.9620705, -37.8123833)",583000,buy,Apartment
"408 Lonsdale Street, Melbourne, Vic 3000",https://www.realestate.com.au/property-apartment-vic-melbourne-139311111,"920/408 Lonsdale Street, Melbourne, Vic 3000",0,1,0,0,https://i2.au.reastatic.net/{size}/a6925a8d13438c40a8f3d3626634c8d3686205f3d90b7242a46eeffa8ed03939/image.jpg,-37.8123833,144.9620705,"(144.9620705, -37.8123833)",199000,buy,Apartment
"220 Spencer Street, Melbourne, Vic 3000",https://www.realestate.com.au/property-apartment-vic-melbourne-140199407,"3301/220 Spencer Street, Melbourne, Vic 3000",2,1,0,0,https://i2.au.reastatic.net/{size}/988bdcf05c40090cdc9f68771dd3323da79511e97f44af0a8a6fae201f787ecb/image.jpg,-37.815983,144.952991,"(144.952991, -37.815983)",430000,buy,Apartment
"80 Abeckett Street, Melbourne, Vic 3000",https://www.realestate.com.au/property-apartment-vic-melbourne-140071631,"3110/80 Abeckett Street, Melbourne, Vic 3000",2,1,1,0,https://i2.au.reastatic.net/{size}/318cfe4ff87170b8258c6f8b392fe18c6d3348e63560e4f6b32943a2f8f01173/image.jpg,-38.1171539,145.1489982,"(145.1489982, -38.1171539)",550000,buy,Apartment
"155 Franklin Street, Melbourne, Vic 3000",https://www.realestate.com.au/property-apartment-vic-melbourne-139309775,"2408/155 Franklin Street, Melbourne, Vic 3000",1,1,0,0,https://i2.au.reastatic.net/{size}/d974bb899327c1494445eb4d37cc1d9e5779a4c2daf664e7c20bad09e64f2105/image.jpg,-37.8086427,144.9596031,"(144.9596031, -37.8086427)",375000,buy,Apartment
"422 Collins Street, Melbourne, Vic 3000",https://www.realestate.com.au/property-apartment-vic-melbourne-140324867,"1115/422 Collins Street, Melbourne, Vic 3000",2,1,0,0,https://i2.au.reastatic.net/{size}/687d9df0c1834d935f013d998eb759974769eeeca3ef411eb080eea4c6f9827b/image.jpg,-37.81679715,144.9600304,"(144.9600304018269, -37.81679715)",709000,buy,Apartment
"455 ELIZABETH STREET, Melbourne, Vic 3000",https://www.realestate.com.au/property-apartment-vic-melbourne-137824634,"901/455 ELIZABETH STREET, Melbourne, Vic 3000",2,1,0,0,https://i2.au.reastatic.net/{size}/dabbbc161f55475fa301d5d0046d585acba77f19e7cd23c1441519635a282ce8/image.jpg,-37.8103786,144.9613079,"(144.9613079, -37.8103786)",410000,buy,Apartment
"29 Market Street, Melbourne, Vic 3000",https://www.realestate.com.au/property-apartment-vic-melbourne-140444335,"207/29 Market Street, Melbourne, Vic 3000",1,1,0,0,https://i2.au.reastatic.net/{size}/9c6bd11e29e26cf6de331923b95a1d3a82dc1d4d591dd2945135d5888f5ff748/image.jpg,-37.81867695,144.9604348,"(144.96043483049834, -37.81867695)",455000,buy,Apartment
"668 Bourke Street, Melbourne, Vic 3000",https://www.realestate.com.au/property-apartment-vic-melbourne-140321027,"1709/668 Bourke Street, Melbourne, Vic 3000",2,1,1,0,https://i2.au.reastatic.net/{size}/2f376cfe4416e0bed5b7cf1536517376378773078e48abfdbaa2e73f0d0304d7/image.jpg,-37.814762,144.9614924,"(144.9614924, -37.814762)",605000,buy,Apartment
"333 Exhibition St Street, Melbourne, Vic 3000",https://www.realestate.com.au/property-apartment-vic-melbourne-140192423,"1512/333 Exhibition St Street, Melbourne, Vic 3000",2,2,0,0,https://i2.au.reastatic.net/{size}/9ab9d9442ecd60f2333145b96244a429a8464ed9bb44b7408dca62c8dc7a838f/image.jpg,0,0,0,472500,buy,Apartment
