location,url,fulladdress,bedrooms,bathrooms,parkingSpaces,studies,image_url,latitude,longitude,coordinates,rent_price,type,house_type
"261 Barkly Street, St Kilda, Vic 3182",https://www.realestate.com.au/property-apartment-vic-st+kilda-435405391,"3/261 Barkly Street, St Kilda, Vic 3182",1,1,1,0,https://i2.au.reastatic.net/{size}/ee4ec533a75461f6eb44c1b5afb02f58101bfb5e528ad737433d981d5362b24c/image.jpg,-37.8718166,144.9800041,"(144.9800041, -37.8718166)",330 ,rent,Apartment
"152 Sturt Street, Southbank, Vic 3006",https://www.realestate.com.au/property-apartment-vic-southbank-435405387,"511/152 Sturt Street, Southbank, Vic 3006",1,1,0,0,https://i2.au.reastatic.net/{size}/e7f247a9e8f582fb8c669224283209ff9e747bb6b7b720f4d352e867e751291b/image.jpg,-37.8254083,144.9662497,"(144.9662497, -37.8254083)",500 ,rent,Apartment
"1 Ellesmere Road, Windsor, Vic 3181",https://www.realestate.com.au/property-apartment-vic-windsor-435304767,"1/1 Ellesmere Road, Windsor, Vic 3181",1,1,1,0,https://i2.au.reastatic.net/{size}/9cd103e262a55e1b1568811cc1db5327333d7b552928983305932fae615246cc/image.jpg,-37.8576311,145.0009509,"(145.0009509, -37.8576311)",330 ,rent,Apartment
"387 Docklands Drive, Docklands, Vic 3008",https://www.realestate.com.au/property-apartment-vic-docklands-435211287,"202/387 Docklands Drive, Docklands, Vic 3008",2,2,1,0,https://i2.au.reastatic.net/{size}/13fa9ff787c3635d9b53590f093ad436693d08d284428160b41c13a764f9264d/image.jpg,-37.8140216,144.9396254,"(144.9396254, -37.8140216)",720 ,rent,Apartment
"150 Peel Street, North Melbourne, Vic 3051",https://www.realestate.com.au/property-apartment-vic-north+melbourne-434924239,"107/150 Peel Street, North Melbourne, Vic 3051",2,1,1,0,https://i2.au.reastatic.net/{size}/0b1bb1d5a084d74cdaaf44e9ec80b3f121b93a25090a7d3ab910349e425bc166/image.jpg,-37.80453681,144.9564642,"(144.95646415714288, -37.80453681428572)",550 ,rent,Apartment
"52 Caroline Street, South Yarra, Vic 3141",https://www.realestate.com.au/property-apartment-vic-south+yarra-435405151,"9/52 Caroline Street, South Yarra, Vic 3141",1,1,0,0,https://i2.au.reastatic.net/{size}/8397e7e107a9bb681552e79587fe16124f462330aab06e92c6c784a52e2a202b/image.jpg,-37.834955,144.9888301,"(144.9888301, -37.834955)",325 ,rent,Apartment
"83 Queens Road, Melbourne, Vic 3004",https://www.realestate.com.au/property-apartment-vic-melbourne-435304503,"305/83 Queens Road, Melbourne, Vic 3004",1,1,1,0,https://i2.au.reastatic.net/{size}/39e864a4619b7af51b2339a12a4aeb34540634ba0f6a2c237ec0a7b7fcf89e31/image.jpg,-37.8373319,144.9735305,"(144.9735305, -37.8373319)",450 ,rent,Apartment
"151 City Road, Southbank, Vic 3006",https://www.realestate.com.au/property-house-vic-southbank-435404775,"2302/151 City Road, Southbank, Vic 3006",2,2,1,0,https://i2.au.reastatic.net/{size}/2af64d1e3b6f75be6dc46a719055d664c3a48811166586ea2aeb0995a070691b/image.jpg,-37.823816,144.9627077,"(144.9627077, -37.823816)",675 ,rent,House
"70 Southbank Boulevard, Southbank, Vic 3006",https://www.realestate.com.au/property-apartment-vic-southbank-435404667,"5613/70 Southbank Boulevard, Southbank, Vic 3006",2,2,0,0,https://i2.au.reastatic.net/{size}/0e6c0cbfd9bc8d75778aac1d3d1ef20d33d9535391f911bebc2eb2fc90a6ae68/image.jpg,-37.82317765,144.9639379,"(144.96393791047822, -37.82317765)",700 ,rent,Apartment
"7 Little Finlay Street, Albert Park, Vic 3206",https://www.realestate.com.au/property-house-vic-albert+park-435404511,"7 Little Finlay Street, Albert Park, Vic 3206",2,2,0,0,https://i2.au.reastatic.net/{size}/69293e9b999b5608392e9a023c1ade043292cbc2db636d66274fda055df87ca5/image.jpg,-37.84425395,144.9557314,"(144.95573140293425, -37.844253949999995)",710 ,rent,House
"201-209 High Street, Prahran, Vic 3181",https://www.realestate.com.au/property-apartment-vic-prahran-435404411,"506/201-209 High Street, Prahran, Vic 3181",1,1,1,0,https://i2.au.reastatic.net/{size}/13458d4d8b9691ef55bb0e75ca809bca0ade4a49ad153afd6482c2f792ade882/image.jpg,-37.8524723,144.9979405,"(144.9979405, -37.8524723)",430 ,rent,Apartment
"60 Kavanagh Street, Southbank, Vic 3006",https://www.realestate.com.au/property-apartment-vic-southbank-435404399,"610/60 Kavanagh Street, Southbank, Vic 3006",2,2,0,1,https://i2.au.reastatic.net/{size}/c3ea4d6797defb6f1de176a483f98c94be65a05580f8d5c7b11e5a84c555c78e/image.jpg,-37.8230438,144.9652507,"(144.9652507, -37.8230438)",590 ,rent,Apartment
"601 Victoria Street, Abbotsford, Vic 3067",https://www.realestate.com.au/property-apartment-vic-abbotsford-435404395,"B404/601 Victoria Street, Abbotsford, Vic 3067",2,1,1,0,https://i2.au.reastatic.net/{size}/13e0bac2c928e18dfd574e4580a2e7fb77e6d3528396478c76c2587e139ea18c/image.jpg,-37.80975632,144.9941092,"(144.99410922574566, -37.809756323626374)",450 ,rent,Apartment
"173 City Road, Southbank, Vic 3006",https://www.realestate.com.au/property-apartment-vic-southbank-435303415,"79/173 City Road, Southbank, Vic 3006",2,1,1,0,https://i2.au.reastatic.net/{size}/1098ad5b274eaabaeb8071408ea235e395d48ba761c4e56b2b995a0aa3950c04/image.jpg,-37.8246239,144.9623679,"(144.96236794162414, -37.8246239)",550 ,rent,Apartment
"555 St Kilda Road, Melbourne, Vic 3004",https://www.realestate.com.au/property-apartment-vic-melbourne-435303407,"116/555 St Kilda Road, Melbourne, Vic 3004",2,1,1,0,https://i2.au.reastatic.net/{size}/fdde3bb72bb7d217929b98cb06f6b20879dc008a6a45bb998685306242fc66da/image.jpg,-37.8470792,144.9805919,"(144.9805919, -37.8470792)",510 ,rent,Apartment
"18 hoff boulevard, Southbank, Vic 3006",https://www.realestate.com.au/property-apartment-vic-southbank-431311846,"1707E/18 hoff boulevard, Southbank, Vic 3006",1,1,0,0,https://i2.au.reastatic.net/{size}/8530462ac2dfeea0b59f5d125322a961b856e595d5e87ff0fd5a438818d57060/image.jpg,-37.825102,144.963546,"(144.963546, -37.825102)",500 ,rent,Apartment
"604 Swanston Street, Carlton, Vic 3053",https://www.realestate.com.au/property-apartment-vic-carlton-435303059,"1102D/604 Swanston Street, Carlton, Vic 3053",2,1,1,0,https://i2.au.reastatic.net/{size}/0629126ea507aa299686d7d0d4cd77222f0b1501f08d801402b1fc78f30e423a/image.jpg,-37.80253294,144.9637997,"(144.96379965633804, -37.80253294225352)",520 ,rent,Apartment
"247 Scotchmer Street, Fitzroy North, Vic 3068",https://www.realestate.com.au/property-house-vic-fitzroy+north-430671058,"247 Scotchmer Street, Fitzroy North, Vic 3068",3,2,0,0,https://i2.au.reastatic.net/{size}/5c5f381abe75cea03e2a07a3b69cd93540d8970f119222c0c7a01417b6ce4ebd/image.jpg,-37.7832565,144.9833443,"(144.9833443, -37.7832565)",990 ,rent,House
"135 Inkerman Street, St Kilda, Vic 3182",https://www.realestate.com.au/property-apartment-vic-st+kilda-435403527,"114/135 Inkerman Street, St Kilda, Vic 3182",1,1,1,0,https://i2.au.reastatic.net/{size}/55bf5ae4f7f2d6e77350f313ba98686b4244666bb3117c0b4e1b68314b36a6d6/image.jpg,-37.8642113,144.9826996,"(144.9826996, -37.8642113)",345 ,rent,Apartment
"334 Toorak Road, South Yarra, Vic 3141",https://www.realestate.com.au/property-apartment-vic-south+yarra-435403499,"202/334 Toorak Road, South Yarra, Vic 3141",2,2,1,0,https://i2.au.reastatic.net/{size}/07a904d1ad90bd1d1a22b6efa18ada189bb625d87e0397f6906b3a953b1ac35e/image.jpg,-37.8382074,144.985679,"(144.985679, -37.8382074)",600 ,rent,Apartment
"77 River Street, South Yarra, Vic 3141",https://www.realestate.com.au/property-apartment-vic-south+yarra-435210851,"1203/77 River Street, South Yarra, Vic 3141",2,1,1,0,https://i2.au.reastatic.net/{size}/af943d1d7d4295f5f2fc27ad236ffc0796386c62f8c952c779d22afe50c30d46/image.jpg,-37.8359073,144.9979342,"(144.9979342, -37.8359073)",570 ,rent,Apartment
"52 Victoria Street, Fitzroy, Vic 3065",https://www.realestate.com.au/property-house-vic-fitzroy-435403407,"52 Victoria Street, Fitzroy, Vic 3065",2,1,1,0,https://i2.au.reastatic.net/{size}/de7daaa452667b0e3be825e0e64ee31c349e0c93840d8742239955afda740041/image.jpg,-37.79904905,144.9765718,"(144.9765717756324, -37.79904905)",690 ,rent,House
"18-20 High Street, Northcote, Vic 3070",https://www.realestate.com.au/property-apartment-vic-northcote-409158503,"2/18-20 High Street, Northcote, Vic 3070",2,1,1,0,https://i2.au.reastatic.net/{size}/0eda70b91ccb717e7f59b20f027828825ea149d075f481261e522e993e92a5db/image.jpg,-37.7775269,144.9974066,"(144.9974066, -37.7775269)",475 ,rent,Apartment
"14 David Street, Richmond, Vic 3121",https://www.realestate.com.au/property-apartment-vic-richmond-435402963,"502/14 David Street, Richmond, Vic 3121",1,1,1,1,https://i2.au.reastatic.net/{size}/8ab05d7bd667d856595cfafb647eee9391015521b7e29df6ecc9154e60d27458/image.jpg,-37.8147977,145.0118159,"(145.0118159, -37.8147977)",415 ,rent,Apartment
"83 Queens Road, Melbourne, Vic 3004",https://www.realestate.com.au/property-apartment-vic-melbourne-435402947,"203/83 Queens Road, Melbourne, Vic 3004",1,1,1,0,https://i2.au.reastatic.net/{size}/d1569e9a0c7c3b26068b0e557d739fbc66edd7541b8f9dfe0b7c7637b9d33140/image.jpg,-37.8373319,144.9735305,"(144.9735305, -37.8373319)",380 ,rent,Apartment
"150 Peel Street, North Melbourne, Vic 3051",https://www.realestate.com.au/property-apartment-vic-north+melbourne-435402563,"10/150 Peel Street, North Melbourne, Vic 3051",2,1,1,1,https://i2.au.reastatic.net/{size}/525bbcb50f97aa78b42585d53105735d03d62c735b2986751f809f7822a2690a/image.jpg,-37.80453681,144.9564642,"(144.95646415714288, -37.80453681428572)",470 ,rent,Apartment
"105 Punt Rd, Windsor, Vic 3181",https://www.realestate.com.au/property-apartment-vic-windsor-435301815,"404/105 Punt Rd, Windsor, Vic 3181",3,2,2,0,https://i2.au.reastatic.net/{size}/9f4b63dfab355f4e657b3bb1066657d9ff16504c6c22643c727715cc8a820607/image.jpg,-37.8507743,144.9841945,"(144.9841945, -37.8507743)",850 ,rent,Apartment
"8 Bowen Crescent, Melbourne, Vic 3004",https://www.realestate.com.au/property-apartment-vic-melbourne-435402451,"906/8 Bowen Crescent, Melbourne, Vic 3004",2,2,1,0,https://i2.au.reastatic.net/{size}/57d638ddecf907a162d3592464f1e65fae64e70885c314d1432d51cd03d8bdf4/image.png,-37.8353937,144.9730272,"(144.9730272, -37.8353937)",630 ,rent,Apartment
"77 Queens Road, Melbourne, Vic 3004",https://www.realestate.com.au/property-apartment-vic-melbourne-426932234,"210/77 Queens Road, Melbourne, Vic 3004",2,1,1,0,https://i2.au.reastatic.net/{size}/a11007fc89fee949fb002dfa4efe7054318293d197fdec12c32cadd782247d10/image.jpg,-37.8527004,144.9797521,"(144.97975209999998, -37.8527004)",520 ,rent,Apartment
"322 Albert Street, East Melbourne, Vic 3002",https://www.realestate.com.au/property-townhouse-vic-east+melbourne-435402371,"3/322 Albert Street, East Melbourne, Vic 3002",3,2,1,0,https://i2.au.reastatic.net/{size}/955467b8987c33b3eb7695ebc6100c05383874bc84981feb9b9aaf198db54817/image.jpg,-37.8103521,144.9837049,"(144.9837049, -37.8103521)",850 ,rent,Townhouse
"8 BOWEN CRESCENT, Melbourne, Vic 3004",https://www.realestate.com.au/property-apartment-vic-melbourne-435402367,"1003/8 BOWEN CRESCENT, Melbourne, Vic 3004",1,1,0,1,https://i2.au.reastatic.net/{size}/2f365b4109494907d5f77520a81dbd36ba09083cb827a003db0b74d859cdce66/image.png,-37.8353937,144.9730272,"(144.9730272, -37.8353937)",500 ,rent,Apartment
"18 Claremont Street, South Yarra, Vic 3141",https://www.realestate.com.au/property-apartment-vic-south+yarra-435301611,"1311/18 Claremont Street, South Yarra, Vic 3141",2,2,0,0,https://i2.au.reastatic.net/{size}/43f119a04c30477704353e23f1d455c7459edaf576ab3db5ce0e20bed1c432c3/image.jpg,-37.8377585,144.9938493,"(144.9938493, -37.8377585)",620 ,rent,Apartment
"11 Shamrock Street, Abbotsford, Vic 3067",https://www.realestate.com.au/property-apartment-vic-abbotsford-435401851,"206/11 Shamrock Street, Abbotsford, Vic 3067",2,2,1,0,https://i2.au.reastatic.net/{size}/d439c077ae65feff73d97d0674e91a100a43725386c6d538dce6de250890170d/image.jpg,-37.8103211,145.0077707,"(145.0077707, -37.8103211)",560 ,rent,Apartment
"459 Royal Parade, Parkville, Vic 3052",https://www.realestate.com.au/property-other-vic-parkville-434921775,"212/459 Royal Parade, Parkville, Vic 3052",2,2,0,0,https://i2.au.reastatic.net/{size}/675e0bc2685a952e1567782802d7dace99dcc7d2533f62c69635cb32e5894a00/image.jpg,-37.782262,144.9593503,"(144.9593503, -37.782262)",520 ,rent,Other
"8 Bowen Crescent, Melbourne, Vic 3004",https://www.realestate.com.au/property-apartment-vic-melbourne-435402051,"1007/8 Bowen Crescent, Melbourne, Vic 3004",2,2,1,0,https://i2.au.reastatic.net/{size}/62f104797f92e56a9c517744600bd161dc079a38f81129c2d3fa33eeaf523292/image.png,-37.8353937,144.9730272,"(144.9730272, -37.8353937)",650 ,rent,Apartment
"158 Smith Street, Collingwood, Vic 3066",https://www.realestate.com.au/property-apartment-vic-collingwood-429013926,"234/158 Smith Street, Collingwood, Vic 3066",1,1,1,0,https://i2.au.reastatic.net/{size}/1029f2087bcfec501e06cf092b159daa5f17a8934f878692c718b6421bc26bc7/image.jpg,-37.8015086,144.9838358,"(144.9838358, -37.8015086)",480 ,rent,Apartment
"63 Haig Street, Southbank, Vic 3006",https://www.realestate.com.au/property-apartment-vic-southbank-429348482,"2104/63 Haig Street, Southbank, Vic 3006",2,2,1,0,https://i2.au.reastatic.net/{size}/fe9b0e028e01ab397782d8f87daffaf290b1634eba7416c869da84821b028786/image.jpg,-37.8262491,144.9581044,"(144.9581044, -37.8262491)",580 ,rent,Apartment
"8 Bowen Crescent, Melbourne, Vic 3004",https://www.realestate.com.au/property-apartment-vic-melbourne-435401871,"506/8 Bowen Crescent, Melbourne, Vic 3004",2,2,1,0,https://i2.au.reastatic.net/{size}/2f365b4109494907d5f77520a81dbd36ba09083cb827a003db0b74d859cdce66/image.png,-37.8353937,144.9730272,"(144.9730272, -37.8353937)",600 ,rent,Apartment
"58 Jeffcott St, West Melbourne, Vic 3003",https://www.realestate.com.au/property-apartment-vic-west+melbourne-432672734,"710/58 Jeffcott St, West Melbourne, Vic 3003",2,2,1,0,https://i2.au.reastatic.net/{size}/5987f6c99538b27af1a21c98cc7ad888c29e7c9ff7233d541126123aa8098070/image.jpg,-37.81150735,144.951598,"(144.95159801681416, -37.81150735)",580 ,rent,Apartment
"815 Bourke Street, Docklands, Vic 3008",https://www.realestate.com.au/property-apartment-vic-docklands-435401635,"1004/815 Bourke Street, Docklands, Vic 3008",2,1,1,0,https://i2.au.reastatic.net/{size}/8542ea314a7f63e654dc0c6e2031445c2b2e16ffae78e9e88131262ffb6f7fb0/image.jpg,-37.8198249,144.9444306,"(144.9444306, -37.8198249)",600 ,rent,Apartment
"84 Palmerston Crescent, South Melbourne, Vic 3205",https://www.realestate.com.au/property-house-vic-south+melbourne-435300759,"84 Palmerston Crescent, South Melbourne, Vic 3205",2,1,0,0,https://i2.au.reastatic.net/{size}/d61e73493172d934354b831a6e04f053b993cdbdcee5ceaf72f40842e8cf35e1/image.jpg,-37.8355565,144.9684289,"(144.9684289, -37.8355565)",550 ,rent,House
"126 Albert Street, East Melbourne, Vic 3002",https://www.realestate.com.au/property-apartment-vic-east+melbourne-434921247,"3/126 Albert Street, East Melbourne, Vic 3002",2,1,0,0,https://i2.au.reastatic.net/{size}/d433d76c3a1c2c0577752b91fa97abbb6273b4c09d5dcb27af87630e112e1202/image.jpg,-37.81053885,144.9870603,"(144.9870603, -37.81053885)",430 ,rent,Apartment
"28 Tanner Street, Richmond, Vic 3121",https://www.realestate.com.au/property-apartment-vic-richmond-435300735,"505/28 Tanner Street, Richmond, Vic 3121",3,2,2,0,https://i2.au.reastatic.net/{size}/02c3bda2a1d7bfd7b167b9520f61faf84db562130f9e33b4ac43484a6f3c4957/image.jpg,-37.8229906,144.9906692,"(144.9906692, -37.8229906)",1850 ,rent,Apartment
"8 McCrae Street, Docklands, Vic 3008",https://www.realestate.com.au/property-apartment-vic-docklands-435401503,"104/8 McCrae Street, Docklands, Vic 3008",1,1,0,0,https://i2.au.reastatic.net/{size}/d8dad228b301b49ec501679e37896dce79ef25dbcac3f03194caf39f10b9241c/image.jpg,-37.8215492,144.9507994,"(144.95079937477038, -37.8215492)",520 ,rent,Apartment
"18 Hoff Boulevard, Southbank, Vic 3006",https://www.realestate.com.au/property-apartment-vic-southbank-435300535,"4804/18 Hoff Boulevard, Southbank, Vic 3006",2,2,0,0,https://i2.au.reastatic.net/{size}/404072c2501ba4c17eb223150860a2f0b88f07f26419509f01cb7a09e205d441/image.jpg,-37.825102,144.963546,"(144.963546, -37.825102)",650 ,rent,Apartment
"61 Perth Street, Prahran, Vic 3181",https://www.realestate.com.au/property-townhouse-vic-prahran-435401407,"61 Perth Street, Prahran, Vic 3181",2,1,1,0,https://i2.au.reastatic.net/{size}/df59e64037baab1cb24cf52c0817884d3cb509b0672f3b2493cf2a47a00e41f0/image.jpg,-37.8483888,144.9876984,"(144.9876984, -37.8483888)",665 ,rent,Townhouse
"243 Toorak Road, South Yarra, Vic 3141",https://www.realestate.com.au/property-apartment-vic-south+yarra-431077654,"806/243 Toorak Road, South Yarra, Vic 3141",1,1,1,0,https://i2.au.reastatic.net/{size}/0240396927256c22d0f3509a9537efcf7aa5810cac855fa5a8c79e514b4ec2d9/image.jpg,-37.8382074,144.985679,"(144.985679, -37.8382074)",620 ,rent,Apartment
"1 ALMEIDA CRESCENT, South Yarra, Vic 3141",https://www.realestate.com.au/property-apartment-vic-south+yarra-427591182,"602/1 ALMEIDA CRESCENT, South Yarra, Vic 3141",2,2,1,0,https://i2.au.reastatic.net/{size}/2a655a63ea49f71c18016be18ade5bf8426fe0b953cec2f7240c9c6d458f2597/image.jpg,-37.8383934,144.9950226,"(144.9950226, -37.8383934)",900 ,rent,Apartment
"89 Gladstone street, South Melbourne, Vic 3205",https://www.realestate.com.au/property-apartment-vic-south+melbourne-428505498,"1605/89 Gladstone street, South Melbourne, Vic 3205",2,2,1,0,https://i2.au.reastatic.net/{size}/5986a356fb5cdc53cc2477db3a3322a6a62a2705fd1d63e3a4d36eea09316076/image.jpg,-37.8301288,144.950022,"(144.9500220120891, -37.8301288)",550 ,rent,Apartment
"2-6 McCutcheon Street, Northcote, Vic 3070",https://www.realestate.com.au/property-apartment-vic-northcote-435299987,"207/2-6 McCutcheon Street, Northcote, Vic 3070",2,1,1,0,https://i2.au.reastatic.net/{size}/2610c1524fa96508a2872e2705f82d8db8805b10985fee85c1b67231a594507f/image.jpg,-37.7676995,144.9997241,"(144.9997241, -37.7676995)",500 ,rent,Apartment
"203 Williams Road, South Yarra, Vic 3141",https://www.realestate.com.au/property-apartment-vic-south+yarra-435401059,"2/203 Williams Road, South Yarra, Vic 3141",2,1,0,0,https://i2.au.reastatic.net/{size}/d3048f79b85f669ab2dab00e2d819b32b807dfba16eec0befa47358d715f66be/image.jpg,-37.837685,145.0052466,"(145.0052466, -37.837685)",350 ,rent,Apartment
"30 Davis Avenue, South Yarra, Vic 3141",https://www.realestate.com.au/property-unit-vic-south+yarra-435401015,"5/30 Davis Avenue, South Yarra, Vic 3141",1,1,0,0,https://i2.au.reastatic.net/{size}/daed6b8777ea6bd30ed630d18ec2a239956fd348d7d15118d7b66d388147d593/image.jpg,-37.840817,144.9903524,"(144.9903524, -37.840817)",350 ,rent,Unit
"174 Peel Street, Windsor, Vic 3181",https://www.realestate.com.au/property-apartment-vic-windsor-435400955,"33/174 Peel Street, Windsor, Vic 3181",2,1,1,0,https://i2.au.reastatic.net/{size}/339b062f162f8f1d2b320b3c260a6d27838cc295fc789737167967fc669feb67/image.jpg,-37.8556509,144.9900551,"(144.9900551, -37.8556509)",520 ,rent,Apartment
"10 Daly Street, South Yarra, Vic 3141",https://www.realestate.com.au/property-apartment-vic-south+yarra-431912474,"315/10 Daly Street, South Yarra, Vic 3141",2,2,1,0,https://i2.au.reastatic.net/{size}/1d91622e6ac2fcbad934a042239b047819195a5ed74273137d8e25114319a239/image.jpg,-37.8378426,144.9947375,"(144.9947375, -37.8378426)",580 ,rent,Apartment
"26 Southgate Avenue, Southbank, Vic 3006",https://www.realestate.com.au/property-house-vic-southbank-432750154,"505/26 Southgate Avenue, Southbank, Vic 3006",1,1,0,0,https://i2.au.reastatic.net/{size}/f5484c965911a47867df0e9c8288dbb18b89cbced3c35ac4a798519ad0173bad/image.jpg,-37.8218319,144.9658432,"(144.9658432, -37.8218319)",550 ,rent,House
"78 Best Street, Fitzroy North, Vic 3068",https://www.realestate.com.au/property-house-vic-fitzroy+north-435400867,"78 Best Street, Fitzroy North, Vic 3068",2,2,1,0,https://i2.au.reastatic.net/{size}/7dd3732740c1a2a98dbfe6b0dd58dd2eaf8b8dbd75bd051b28eba5efb5102d93/image.jpg,-37.78205503,144.9836927,"(144.98369265714285, -37.78205502857143)",820 ,rent,House
"70 Southbank Boulevard, Southbank, Vic 3006",https://www.realestate.com.au/property-apartment-vic-southbank-430181306,"1912/70 Southbank Boulevard, Southbank, Vic 3006",2,2,0,0,https://i2.au.reastatic.net/{size}/1633d27cbd3813eac579f4894c9ec3cd2a01d99c41cafb89182aabc297f18f95/image.jpg,-37.82317765,144.9639379,"(144.96393791047822, -37.82317765)",550 ,rent,Apartment
"5-7 Wilson Street, South Yarra, Vic 3141",https://www.realestate.com.au/property-apartment-vic-south+yarra-435400819,"302/5-7 Wilson Street, South Yarra, Vic 3141",1,1,0,0,https://i2.au.reastatic.net/{size}/d983eb9b3131069bec59d4ef239099fb4cc6769aa9aaa8af6ae8a7cee741d715/image.jpg,-37.8437501,144.9953546,"(144.9953546, -37.8437501)",475 ,rent,Apartment
"89 Osborne Street, South Yarra, Vic 3141",https://www.realestate.com.au/property-apartment-vic-south+yarra-435400779,"2/89 Osborne Street, South Yarra, Vic 3141",1,1,1,0,https://i2.au.reastatic.net/{size}/905bbbed3c2c979af9ecfcc77eab39cbdaa42556c7d5f1206ed0eb200c7d9dc4/image.jpg,-37.8421718,144.9909034,"(144.9909034, -37.8421718)",370 ,rent,Apartment
"246 Church St, Richmond, Vic 3121",https://www.realestate.com.au/property-apartment-vic-richmond-435268391,"716/246 Church St, Richmond, Vic 3121",3,2,2,0,https://i2.au.reastatic.net/{size}/0ff9cdcd09a80f1d17676a84d4aaeae3556a927a899c1e883382f36e1298e175/image.jpg,-37.818673,144.9990234,"(144.9990234, -37.818673)",1390 ,rent,Apartment
"246 Church St, Richmond, Vic 3121",https://www.realestate.com.au/property-apartment-vic-richmond-434995035,"303/246 Church St, Richmond, Vic 3121",2,2,1,0,https://i2.au.reastatic.net/{size}/07754c13c38a3d9f0bfe7c4b0b14876ad3d0578aa79aa4bf486112c38b1e59dd/image.jpg,-37.818673,144.9990234,"(144.9990234, -37.818673)",900 ,rent,Apartment
"260 City Road, Southbank, Vic 3006",https://www.realestate.com.au/property-apartment-vic-southbank-434916639,"1006/260 City Road, Southbank, Vic 3006",1,1,0,0,https://i2.au.reastatic.net/{size}/757654ca7e5bcba57d9158ef458af5ce7e327fb5c5159a9fe310e83db5d15d73/image.jpg,-37.823816,144.9627077,"(144.9627077, -37.823816)",590 ,rent,Apartment
"260 City Road, Southbank, Vic 3006",https://www.realestate.com.au/property-apartment-vic-southbank-434916139,"3904/260 City Road, Southbank, Vic 3006",2,2,0,0,https://i2.au.reastatic.net/{size}/decbcd4816d1afa7b9ab6296cb4bdb415024fe6d318898d07e134d355e43de0b/image.jpg,-37.823816,144.9627077,"(144.9627077, -37.823816)",795 ,rent,Apartment
"260 City Road, Southbank, Vic 3006",https://www.realestate.com.au/property-apartment-vic-southbank-434720507,"1401/260 City Road, Southbank, Vic 3006",1,1,0,0,https://i2.au.reastatic.net/{size}/757654ca7e5bcba57d9158ef458af5ce7e327fb5c5159a9fe310e83db5d15d73/image.jpg,-37.823816,144.9627077,"(144.9627077, -37.823816)",595 ,rent,Apartment
"260 City Road, Southbank, Vic 3006",https://www.realestate.com.au/property-apartment-vic-southbank-434672439,"1101/260 City Road, Southbank, Vic 3006",1,1,0,0,https://i2.au.reastatic.net/{size}/c1f9cee455691a3264a9572fa08c78528713c9bc51c03ba25d2c1c258995fab8/image.jpg,-37.823816,144.9627077,"(144.9627077, -37.823816)",590 ,rent,Apartment
"260 City Road, Southbank, Vic 3006",https://www.realestate.com.au/property-apartment-vic-southbank-434109535,"710/260 City Road, Southbank, Vic 3006",2,2,0,0,https://i2.au.reastatic.net/{size}/51c721c64f0eb4dc4b452ab2fe91f6dd307fb270b4c601998dd1c11404fea838/image.jpg,-37.823816,144.9627077,"(144.9627077, -37.823816)",880 ,rent,Apartment
"525 Rathdowne Street, Carlton, Vic 3053",https://www.realestate.com.au/property-unit-vic-carlton-435400603,"410/525 Rathdowne Street, Carlton, Vic 3053",2,1,1,0,https://i2.au.reastatic.net/{size}/f6f27333c527486e9d450ac08d34d490b3841c2601a819fef75daa620b10e09f/image.jpg,-37.8040123,144.9692993,"(144.9692993, -37.8040123)",500 ,rent,Unit
"250 City Road, Southbank, Vic 3006",https://www.realestate.com.au/property-apartment-vic-southbank-432423710,"1806/250 City Road, Southbank, Vic 3006",2,1,0,0,https://i2.au.reastatic.net/{size}/d3cd0e682105ab43300b216d3cbc7f273415a65ef9e30a5d776be5441633250c/image.jpg,-37.823816,144.9627077,"(144.9627077, -37.823816)",500 ,rent,Apartment
"296 Victoria Parade, East Melbourne, Vic 3002",https://www.realestate.com.au/property-apartment-vic-east+melbourne-435299227,"806/296 Victoria Parade, East Melbourne, Vic 3002",3,3,2,0,https://i2.au.reastatic.net/{size}/2c67bb5d9466bd5531f34dcc22c9580f08e7a96f7bf02bb4ad8f3c5562dee2c5/image.jpg,-37.8085049,144.9767854,"(144.9767854, -37.8085049)",1700 ,rent,Apartment
"36 Burnley Street, Richmond, Vic 3121",https://www.realestate.com.au/property-townhouse-vic-richmond-435207159,"1/36 Burnley Street, Richmond, Vic 3121",2,2,1,0,https://i2.au.reastatic.net/{size}/2ade56489309b0d5dc9edcd3db7216e2bd18497e13b43b47d29cb4e41683c581/image.jpg,-37.8179984,145.008519,"(145.008519, -37.8179984)",700 ,rent,Townhouse
"77 Chapman Street, North Melbourne, Vic 3051",https://www.realestate.com.au/property-unit-vic-north+melbourne-435400179,"2/77 Chapman Street, North Melbourne, Vic 3051",2,1,1,0,https://i2.au.reastatic.net/{size}/e2e885696058b5aa03e7137312cac09529e1a4d734333138962ce5315adb22fa/image.jpg,-37.79623055,144.9480754,"(144.94807537692307, -37.79623054615384)",440 ,rent,Unit
"1 Fiona Court, St Kilda, Vic 3182",https://www.realestate.com.au/property-apartment-vic-st+kilda-435400115,"10/1 Fiona Court, St Kilda, Vic 3182",1,1,1,0,https://i2.au.reastatic.net/{size}/81215284779a70419619c7b498c823e754a3c1dfd87f8adbef75205d18f04037/image.jpg,-37.8637194,144.9878945,"(144.9878945, -37.8637194)",325 ,rent,Apartment
